Prvn,Pftn,Cont,Longit,Latit,Taotpnm,Fctn
所属省份,所属地级市,所属区县,经度,纬度,道观名称,支派类别
安徽省,安庆市,怀宁县,116.75428,30.546091,灵源观,正一
安徽省,安庆市,宿松县,116.14019,30.306612,云栖宫,全真
安徽省,安庆市,宿松县,116.159943,30.262791,五灵观,全真
安徽省,安庆市,宿松县,116.115829,30.166361,光香宫,全真
安徽省,安庆市,宿松县,116.130432,30.061182,兴龙庵,全真
安徽省,安庆市,宿松县,116.121803,30.028231,净贞宫,全真
安徽省,安庆市,宿松县,115.919479,30.30825,圣心观,全真
安徽省,安庆市,宿松县,116.420029,29.903103,大王庙,全真
安徽省,安庆市,宿松县,116.146278,30.16251,天仙宫,全真
安徽省,安庆市,宿松县,115.919479,30.30825,天台寺,全真
安徽省,安庆市,宿松县,115.930779,30.360981,奉仙观,全真
安徽省,安庆市,宿松县,116.188385,30.326572,愿平宫,全真
安徽省,安庆市,宿松县,116.197601,30.150311,梁储宫,全真
安徽省,安庆市,宿松县,116.16864,30.316702,武圣宫,全真
安徽省,安庆市,宿松县,116.120483,30.368282,水月庵,全真
安徽省,安庆市,宿松县,116.102921,30.29631,灵庵寺,全真
安徽省,安庆市,宿松县,116.026169,30.348711,白云庵,全真
安徽省,安庆市,宿松县,116.227455,30.261753,相公庙,全真
安徽省,安庆市,宿松县,116.178818,30.354221,蔡王宫,全真
安徽省,安庆市,宿松县,115.910759,30.350412,观音庵,全真
安徽省,安庆市,宿松县,115.91407,30.369432,青龙庵,全真
安徽省,安庆市,岳西县,116.000191,30.759483,响鼓坪道观,正一
安徽省,安庆市,岳西县,116.354553,30.760252,汪公庙,正一
安徽省,安庆市,岳西县,116.283218,30.901451,通真观,正一
安徽省,蚌埠市,禹会区,117.253761,32.943752,禹王宫,全真
安徽省,蚌埠市,禹会区,117.341927,32.921089,张公山道教固定活动处所,正一
安徽省,亳州市,涡阳县,116.322113,33.579399,天静宫,全真
安徽省,滁州市,凤阳县,117.825348,32.845959,许真观,全真
安徽省,滁州市,琅琊区,118.30553,32.2948,碧霞宫,全真
安徽省,滁州市,南谯区,118.116539,32.261452,真武观,全真
安徽省,滁州市,全椒县,118.109741,32.112785,太神宫,全真
安徽省,滁州市,天长市,118.855119,32.829851,东岳宫,正一
安徽省,滁州市,天长市,119.051292,32.880142,真武庙,正一
安徽省,合肥市,肥东县,117.556664,31.75946,梅山庙,正一
安徽省,合肥市,肥东县,117.626312,31.796301,泉山道观,正一
安徽省,合肥市,庐江县,117.104332,31.300882,玉虚观,正一
安徽省,淮南市,八公山区,116.734108,32.677071,茅仙洞清天观,全真
安徽省,黄山市,休宁县,118.03653,29.805954,玄天太素宫,正一
安徽省,黄山市,休宁县,118.03653,29.805954,玉虚宫,正一
安徽省,黄山市,休宁县,118.03653,29.805954,真仙洞府,正一
安徽省,黄山市,休宁县,118.03653,29.805954,真武殿,正一
安徽省,六安市,金寨县,115.681023,31.745541,天心观,正一
安徽省,六安市,金寨县,115.697563,31.612438,双河观,正一
安徽省,六安市,金寨县,115.989899,31.523556,洪道观,正一
安徽省,六安市,金寨县,115.719963,31.524012,迎水观,正一
安徽省,六安市,金寨县,115.851624,31.58214,重心观,正一
安徽省,六安市,寿县,116.79248,32.622803,四顶山帝母宫,全真
安徽省,六安市,舒城县,116.95295,31.466503,慈母宫,全真
安徽省,芜湖市,芜湖县,118.644142,31.229351,敏灵观,正一
安徽省,芜湖市,芜湖县,118.520714,31.073622,团坝祠山殿,正一
安徽省,芜湖市,芜湖县,118.550919,31.198961,天宫殿,正一
安徽省,芜湖市,芜湖县,118.544441,31.250971,天曹殿,正一
安徽省,芜湖市,芜湖县,118.644302,31.071821,太子庙,正一
安徽省,芜湖市,芜湖县,118.618622,31.267252,晏公庙,正一
安徽省,芜湖市,芜湖县,118.520714,31.073622,红庙祠山殿,正一
安徽省,芜湖市,芜湖县,118.520714,31.073622,鹤鱼口祠山殿,正一
安徽省,宣城市,广德县,119.609619,31.117149,太极观,全真
安徽省,宣城市,泾县,118.152969,30.485052,幽隐观,正一
安徽省,宣城市,泾县,118.3778,30.661493,金阳宫,全真
安徽省,宣城市,泾县,118.49617,30.728552,龙澍宫,全真
北京市,,昌平区,116.372292,40.250111,城隍庙,正一
北京市,,昌平区,116.082123,40.264591,青龙观,全真
北京市,,朝阳区,116.4441,39.925053,东岳庙,正一
北京市,,房山区,115.896027,39.791382,上英水真武庙,正一
北京市,,房山区,115.732071,39.847252,圣莲山真武庙,全真
北京市,,海淀区,116.086632,40.106552,桃源观,全真
北京市,,平谷区,117.29174,40.196682,药王庙,全真
北京市,,平谷区,117.197227,40.220421,兴隆观,全真
北京市,,平谷区,117.104347,40.267143,龙王庙,全真
北京市,,通州区,116.76265,39.831242,佑民观,全真
北京市,,西城区,116.35747,39.91293,吕祖宫,全真
北京市,,西城区,116.39556,39.93668,火德真君庙,正一
北京市,,西城区,116.343643,39.901009,北京白云观,全真
福建省,福州市,仓山区,119.342819,25.996712,福州乾元张真君殿,正一
福建省,福州市,仓山区,119.3185,26.04555,福州塔亭临水陈太后祖殿,正一
福建省,福州市,仓山区,119.32648,26.03996,福州小巷合堂府,正一
福建省,福州市,仓山区,119.304283,26.04109,福州望北台真武庙,正一
福建省,福州市,仓山区,119.329018,26.046082,福州汉闽越王庙,正一
福建省,福州市,仓山区,119.3172,26.055031,福州洪塘妙峰三帝行台,正一
福建省,福州市,仓山区,119.30497,26.02511,福州白泉庵,正一
福建省,福州市,仓山区,119.30661,25.992092,福州盖山九门局九仙宫,正一
福建省,福州市,仓山区,119.295677,26.00263,福州盘屿劝善庵,正一
福建省,福州市,仓山区,119.296631,26.032383,福州童兴堂,正一
福建省,福州市,仓山区,119.307289,26.040119,福州藤山三圣王庙,正一
福建省,福州市,仓山区,119.301895,26.038505,福州闽王庙,正一
福建省,福州市,福清市,119.538902,25.575321,福清三山元帅宫,正一
福建省,福州市,福清市,119.499847,25.476711,福清三山西钟境,正一
福建省,福州市,福清市,119.314651,25.613321,福清上迳院林宫,正一
福建省,福州市,福清市,119.251053,25.710451,福清东张玉井庙,正一
福建省,福州市,福清市,119.613579,25.39555,福清东翰西来观,正一
福建省,福州市,福清市,119.261581,25.503302,福清圣跡庙,正一
福建省,福州市,福清市,119.585892,25.672203,福清城头天台宫,正一
福建省,福州市,福清市,119.317741,25.702053,福清宏路圣来庙,正一
福建省,福州市,福清市,119.315102,25.692711,福清宏路董坪观,正一
福建省,福州市,福清市,119.261581,25.503302,福清新厝东岳庙,正一
福建省,福州市,福清市,119.212029,25.48872,福清新厝尚阳书院,正一
福建省,福州市,福清市,119.246819,25.501791,福清新厝武圣庙,正一
福建省,福州市,福清市,119.257912,25.520302,福清新厝武当别院,正一
福建省,福州市,福清市,119.20314,25.576241,福清新厝灵溪宫,正一
福建省,福州市,福清市,119.252274,25.506983,福清新厝绵山东宫,正一
福建省,福州市,福清市,119.273972,25.534521,福清新厝绵山西宫,正一
福建省,福州市,福清市,119.246819,25.501791,福清新厝霞川宫,正一
福建省,福州市,福清市,119.382744,25.573462,福清江镜兴庆观,正一
福建省,福州市,福清市,119.362938,25.560051,福清江镜柯峰妈祖宫,正一
福建省,福州市,福清市,119.328102,25.617769,福清江镜泰山宫,正一
福建省,福州市,福清市,119.374443,25.541052,福清江镜福临堂,正一
福建省,福州市,福清市,119.435997,25.566311,福清江镜积仓宫,正一
福建省,福州市,福清市,119.427109,25.555733,福清江镜积庆境,正一
福建省,福州市,福清市,119.434395,25.584982,福清江镜越塘境,正一
福建省,福州市,福清市,119.4235,25.562571,福清江镜龙兴胜境,正一
福建省,福州市,福清市,119.453743,25.562452,福清江镜龙岭宫,正一
福建省,福州市,福清市,119.298599,25.473391,福清江阴万寿堂,正一
福建省,福州市,福清市,119.317886,25.490049,福清江阴东岳庙,正一
福建省,福州市,福清市,119.324181,25.550451,福清江阴九鲤观,正一
福建省,福州市,福清市,119.320343,25.45561,福清江阴五峰庙,正一
福建省,福州市,福清市,119.341568,25.55541,福清江阴勅封灵应宫,正一
福建省,福州市,福清市,119.338142,25.509642,福清江阴北郭堂,正一
福建省,福州市,福清市,119.309509,25.444061,福清江阴妈祖宫,正一
福建省,福州市,福清市,119.338142,25.509642,福清江阴封神堂,正一
福建省,福州市,福清市,119.314903,25.485483,福清江阴广济庙,正一
福建省,福州市,福清市,119.314857,25.463112,福清江阴普光堂,正一
福建省,福州市,福清市,119.346397,25.519112,福清江阴海岸宫,正一
福建省,福州市,福清市,119.326553,25.468561,福清江阴石帆宫,正一
福建省,福州市,福清市,119.299164,25.432713,福清江阴竹溪宫,正一
福建省,福州市,福清市,119.33744,25.509274,福清江阴葛仙宫,正一
福建省,福州市,福清市,119.309509,25.444061,福清江阴金峰镜,正一
福建省,福州市,福清市,119.302124,25.486902,福清江阴闲居庙,正一
福建省,福州市,福清市,119.341568,25.55541,福清江阴霞堂宫,正一
福建省,福州市,福清市,119.513901,25.448479,福清沙铺龙潭宫,正一
福建省,福州市,福清市,119.479858,25.684002,福清海口凤林院,正一
福建省,福州市,福清市,119.478302,25.687033,福清海口城隍庙,正一
福建省,福州市,福清市,119.302979,25.600552,福清渔溪九使宫,正一
福建省,福州市,福清市,119.323608,25.583393,福清渔溪九龙宫,正一
福建省,福州市,福清市,119.29525,25.612843,福清渔溪善心堂,正一
福建省,福州市,福清市,119.280609,25.632971,福清渔溪回龙宫,正一
福建省,福州市,福清市,119.266342,25.54619,福清渔溪福兴宫,正一
福建省,福州市,福清市,119.283852,25.594711,福清渔溪竹溪观,正一
福建省,福州市,福清市,119.302979,25.600552,福清渔溪英灵宫,正一
福建省,福州市,福清市,119.302979,25.600552,福清渔溪虞雄将军纪念堂,正一
福建省,福州市,福清市,119.481224,25.580711,福清港头三相宫,正一
福建省,福州市,福清市,119.382614,25.724682,福清玉屏万寿境,正一
福建省,福州市,福清市,119.373283,25.718122,福清玉屏西涧宫,正一
福建省,福州市,福清市,119.291504,25.701962,福清石竹山道院,正一
福建省,福州市,福清市,119.304138,25.796652,福清镜洋榕庵观,正一
福建省,福州市,福清市,119.29818,25.789282,福清镜洋白豸宫,正一
福建省,福州市,福清市,119.368752,25.729641,福清音西千秋宫,正一
福建省,福州市,福清市,119.587143,25.455881,福清高山西江堂,正一
福建省,福州市,福清市,119.40033,25.717791,福清龙山刹峰宫,正一
福建省,福州市,福清市,119.389488,25.715012,福清龙山天后宫,正一
福建省,福州市,福清市,119.399368,25.721731,福清龙山竹溪宫,正一
福建省,福州市,福清市,119.382027,25.704311,福清龙江南涧宫,正一
福建省,福州市,福清市,119.469719,25.595972,福清龙田云峰寺,正一
福建省,福州市,福清市,119.457573,25.615181,福清龙田天妃宫,正一
福建省,福州市,福清市,119.461891,25.604477,福清龙田太和社三官堂,正一
福建省,福州市,福清市,119.383965,25.603542,福清龙田太尉宫,正一
福建省,福州市,福清市,119.459,25.607943,福清龙田登瀛宫,正一
福建省,福州市,福清市,119.469719,25.595972,福清龙田福庐宫,正一
福建省,福州市,福清市,119.460739,25.612381,福清龙田龙首市心宫,正一
福建省,福州市,鼓楼区,119.2973,26.08492,福州三坊七巷天后宫,正一
福建省,福州市,鼓楼区,119.298363,26.076073,福州乌山吕祖宫,正一
福建省,福州市,鼓楼区,119.30405,26.08198,福州于山九仙观,正一
福建省,福州市,鼓楼区,119.283508,26.072056,福州兴园慈善同心堂,正一
福建省,福州市,鼓楼区,119.30405,26.08198,福州怡山平灵王宫,正一
福建省,福州市,鼓楼区,119.283508,26.072056,福州河西神光元帅宫,正一
福建省,福州市,鼓楼区,119.30405,26.08198,福州洪山林真人庙,正一
福建省,福州市,鼓楼区,119.298264,26.093117,福州福建都城隍庙,正一
福建省,福州市,鼓楼区,119.29674,26.0881,福州裴仙宫,正一
福建省,福州市,鼓楼区,119.263519,26.0944,福州西山金牛洞张真人殿,正一
福建省,福州市,晋安区,119.324219,26.1222,福州财神庙,正一
福建省,福州市,晋安区,119.329948,26.089279,福州东岳岭东岳庙,正一
福建省,福州市,晋安区,119.32855,26.08859,福州岳前东岳庙,正一
福建省,福州市,晋安区,119.320953,26.087175,福州康山庙,正一
福建省,福州市,晋安区,119.320168,26.085356,福州浦下东兴堂,正一
福建省,福州市,晋安区,119.326401,26.098585,福州溪口北山杨真君祖殿,正一
福建省,福州市,晋安区,119.326401,26.098585,福州溪口双溪庵五灵宫,正一
福建省,福州市,晋安区,119.321121,26.096769,福州金鸡山南天照天君宫,正一
福建省,福州市,连江县,119.626099,26.348112,连江三仙观,正一
福建省,福州市,连江县,119.61837,26.241951,连江东岱演宫,正一
福建省,福州市,连江县,119.485977,26.35038,连江五显宫,正一
福建省,福州市,连江县,119.533142,26.210091,连江元帅府,正一
福建省,福州市,连江县,119.533943,26.193346,连江关公亭,正一
福建省,福州市,连江县,119.545921,26.185831,连江南湖太极观,正一
福建省,福州市,连江县,119.533943,26.193346,连江双虹观,正一
福建省,福州市,连江县,119.797859,26.277811,连江城隍庙,正一
福建省,福州市,连江县,119.533142,26.210091,连江大帝宫,正一
福建省,福州市,连江县,119.354919,26.375051,连江小沧龙宫庙,正一
福建省,福州市,连江县,119.882454,26.3216,连江尚书宫,正一
福建省,福州市,连江县,119.518623,26.232662,连江浦后宫,正一
福建省,福州市,连江县,119.66523,26.373442,连江马鼻北云山道堂,正一
福建省,福州市,罗源县,119.526314,26.510412,罗源上长治宋公宫,正一
福建省,福州市,罗源县,119.531593,26.51247,罗源下长治宋公宫,正一
福建省,福州市,罗源县,119.570183,26.476023,罗源五里马元帅宫,正一
福建省,福州市,罗源县,119.597771,26.48427,罗源井有堂龙王宫,正一
福建省,福州市,罗源县,119.531502,26.500469,罗源仙名境宋公宫,正一
福建省,福州市,罗源县,119.565018,26.48983,罗源余家塘金吾王宫,正一
福建省,福州市,罗源县,119.562103,26.485453,罗源凤山先锋庙,正一
福建省,福州市,罗源县,119.562103,26.485453,罗源凤山天后宫,正一
福建省,福州市,罗源县,119.541443,26.468904,罗源凤山金吾王宫,正一
福建省,福州市,罗源县,119.422874,26.467123,罗源西兰七境太尉宫,正一
福建省,福州市,罗源县,119.562103,26.485453,罗源邑历坛,正一
福建省,福州市,罗源县,119.267189,26.441841,罗源霍口先锋庙,正一
福建省,福州市,罗源县,119.343552,26.456192,罗源飞竹西洋宫,正一
福建省,福州市,马尾区,119.611359,26.073841,福州海屿天后宫,正一
福建省,福州市,马尾区,119.516869,26.07357,福州牛项真君堂,正一
福建省,福州市,马尾区,119.584724,26.07984,福州琅岐天后宫,正一
福建省,福州市,闽侯县,119.178841,26.083153,闽侯上街沙堤五仙宝殿,正一
福建省,福州市,闽侯县,119.170944,26.075781,闽侯上街溪源宫,正一
福建省,福州市,闽侯县,119.221893,25.976103,闽侯南屿泰山堂,正一
福建省,福州市,闽侯县,119.223801,25.975721,闽侯南屿蕉府行宫,正一
福建省,福州市,闽侯县,119.149139,26.148441,闽侯南通凤岗天仙府,正一
福建省,福州市,闽侯县,119.257408,25.935251,闽侯南通南境宫,正一
福建省,福州市,闽侯县,119.234619,25.91489,闽侯南通古灵庙,正一
福建省,福州市,闽侯县,119.265182,25.940762,闽侯南通泽苗白岩云天宫,正一
福建省,福州市,闽侯县,119.265182,25.940762,闽侯南通泽苗通天府,正一
福建省,福州市,闽侯县,119.258537,25.939941,闽侯南通洲头瀛洲祖殿,正一
福建省,福州市,闽侯县,119.069412,26.32242,闽侯大湖兰田宫,正一
福建省,福州市,闽侯县,119.09182,26.352531,闽侯大湖郎官诸天宫,正一
福建省,福州市,闽侯县,119.142357,26.147291,闽侯甘蔗临水宫,正一
福建省,福州市,闽侯县,119.113701,26.156601,闽侯甘蔗岐山泰山祖殿,正一
福建省,福州市,闽侯县,119.142235,26.143375,闽侯甘蔗玄帝宫,正一
福建省,福州市,闽侯县,119.074677,26.20647,闽侯白沙泰山宫,正一
福建省,福州市,闽侯县,119.058922,26.213623,闽侯白沙马坑泰山府,正一
福建省,福州市,闽侯县,119.125862,26.122532,闽侯竹岐榕岸益乐宫,正一
福建省,福州市,闽侯县,119.230408,26.113071,闽侯荆溪厚屿天真堂,正一
福建省,福州市,闽侯县,119.22477,26.109331,闽侯荆溪古山洲恒山府,正一
福建省,福州市,闽侯县,119.192368,26.116201,闽侯荆溪坛山玄帝宫,正一
福建省,福州市,闽侯县,119.197884,26.11734,闽侯荆溪溪头玄帝庙,正一
福建省,福州市,闽侯县,119.18483,26.126108,闽侯荆溪荆山境,正一
福建省,福州市,闽侯县,119.18264,26.178801,闽侯荆溪龙文王庙,正一
福建省,福州市,闽侯县,119.378387,25.884001,闽侯青口付筑泰山宫,正一
福建省,福州市,闽侯县,119.345383,25.871311,闽侯青口大义吉祥宫,正一
福建省,福州市,闽侯县,119.393333,25.905703,闽侯青口穆岭天仙府,正一
福建省,福州市,闽侯县,119.405937,25.890341,闽侯青口青圃灵济宫,正一
福建省,福州市,闽清县,118.870354,26.236212,闽清桃花顶道观,正一
福建省,福州市,闽清县,118.862358,26.218771,闽清毓麟宫,正一
福建省,福州市,闽清县,118.86352,26.22117,闽清金沙张圣真君祖殿,正一
福建省,福州市,闽清县,118.745773,25.964251,闽清鹤璜溪仙观,正一
福建省,福州市,台江区,119.301636,26.061047,福州九案泰山府,正一
福建省,福州市,台江区,119.295837,26.061514,福州九案泰山浦东堂,正一
福建省,福州市,台江区,119.293022,26.07041,福州九案泰山涵头堂,正一
福建省,福州市,台江区,119.293327,26.05475,福州帮洲广慧庙,正一
福建省,福州市,台江区,119.30669,26.05235,福州张真君祖殿,正一
福建省,福州市,台江区,119.279221,26.060825,福州浦西福寿宫,正一
福建省,福州市,台江区,119.32843,26.057787,福州鸭姆洲广应白马王庙,正一
福建省,福州市,永泰县,118.793579,25.881334,永泰名山室,全真
福建省,福州市,永泰县,118.807938,25.97295,永泰方壶岩张圣君母殿,正一
福建省,福州市,长乐市,119.465073,25.833141,长乐东林竹兰宫,正一
福建省,福州市,长乐市,119.627937,25.958872,长乐仙高龙头山天医府,正一
福建省,福州市,长乐市,119.600987,25.757962,长乐大祉东林庙,正一
福建省,福州市,长乐市,119.600987,25.757962,长乐山前鹿山观,正一
福建省,福州市,长乐市,119.602478,25.991621,长乐岭南仙君观,正一
福建省,福州市,长乐市,119.679733,26.015162,长乐梅花调羹境林位宫,正一
福建省,福州市,长乐市,119.459305,25.874016,长乐玉田瑞云宫,正一
福建省,福州市,长乐市,119.636368,25.923561,长乐路顶厚安宫,正一
福建省,福州市,长乐市,119.608757,25.986801,长乐金峰凤井观,正一
福建省,福州市,长乐市,119.614288,25.955597,长乐金峰华刘祠堂下通天府,正一
福建省,福州市,长乐市,119.5992,25.72637,长乐首祉御国宫,正一
福建省,福州市,,119.27345,26.04769,福清江阴龙塘宫,正一
福建省,龙岩市,连城县,116.783882,25.721491,连城揭乐九龙观,正一
福建省,龙岩市,连城县,116.7799,25.601933,连城文亨坤灵宫,正一
福建省,龙岩市,连城县,116.782135,25.702391,连城石门湖玉正观,正一
福建省,龙岩市,新罗区,117.012733,25.017941,龙岩东肖八甲铁山庙,正一
福建省,龙岩市,新罗区,117.017784,25.01012,龙岩东肖南灵宫,正一
福建省,龙岩市,新罗区,117.017784,25.017542,龙岩东肖邓厝天子庙,正一
福建省,南平市,建瓯市,118.346931,27.042511,建瓯东岳庙,全真
福建省,南平市,建瓯市,118.317833,27.016651,建瓯三清宫,正一
福建省,南平市,建瓯市,118.50679,27.100502,建瓯东峰大庙,正一
福建省,南平市,建瓯市,118.50679,27.100502,建瓯五道师公庙,正一
福建省,南平市,建瓯市,118.429314,27.085522,建瓯凤翼庙,正一
福建省,南平市,建瓯市,118.275642,26.933302,建瓯南雅妈祖庙,正一
福建省,南平市,建瓯市,118.322548,27.044052,建瓯地母庙,正一
福建省,南平市,建瓯市,118.769875,27.154402,建瓯忠平王殿,正一
福建省,南平市,建瓯市,118.326019,27.029261,建瓯文昌阁,正一
福建省,南平市,建瓯市,118.622101,26.869211,建瓯玉山妈祖庙,正一
福建省,南平市,建瓯市,118.279549,27.048054,建瓯瑶池仙宫,正一
福建省,南平市,建瓯市,118.316109,27.030993,建瓯莲花宫,正一
福建省,南平市,建瓯市,118.572098,26.901312,建瓯黄龙观,正一
福建省,南平市,建瓯市,118.358223,27.037243,建瓯龙头大王庙,正一
福建省,南平市,建瓯市,118.485535,27.301441,建瓯龙津道院,正一
福建省,南平市,建瓯市,118.391251,27.169992,建瓯龙鞍岗太保庙,正一
福建省,南平市,建阳区,117.749184,27.499113,建阳白塔山龙济道院,全真
福建省,南平市,浦城县,118.557549,27.911581,浦城万安东皇庙,正一
福建省,南平市,浦城县,118.459984,27.820292,浦城临江玉皇庙,正一
福建省,南平市,浦城县,118.465919,28.152653,浦城九牧妈祖庙,正一
福建省,南平市,浦城县,118.522385,28.045101,浦城仙阳唐隍庙,正一
福建省,南平市,浦城县,118.548019,28.084461,浦城仙阳赵老真君庙,正一
福建省,南平市,浦城县,118.541542,28.007002,浦城仙阳钟兴庙,正一
福建省,南平市,浦城县,118.566414,27.98341,浦城仙阳骑龙观,正一
福建省,南平市,浦城县,118.55822,28.274143,浦城官路新兴宫,正一
福建省,南平市,浦城县,118.690857,27.912031,浦城富岭三清观,正一
福建省,南平市,浦城县,118.763832,27.912661,浦城富岭双同匡山天师庙,正一
福建省,南平市,浦城县,118.784073,27.871712,浦城富岭天后宫,正一
福建省,南平市,浦城县,118.555618,28.111452,浦城忠信青龙庙,正一
福建省,南平市,浦城县,118.652031,28.173502,浦城忠信黄龙庙,正一
福建省,南平市,浦城县,118.546799,27.92564,浦城河滨城隍庙,正一
福建省,南平市,浦城县,118.530312,27.914576,浦城河滨护国庙,正一
福建省,南平市,浦城县,118.534592,27.914204,浦城河滨真武殿,正一
福建省,南平市,浦城县,118.520721,27.580332,浦城濠村仙山岗庙,正一
福建省,南平市,浦城县,118.378693,28.243631,浦城盘亭华藏庙,正一
福建省,南平市,浦城县,118.666862,28.046051,浦城管厝廻龙观,正一
福建省,南平市,浦城县,118.633842,28.032661,浦城管厝甪峰寺,正一
福建省,南平市,浦城县,118.505554,27.870821,浦城莲塘三仁庙,正一
福建省,南平市,邵武市,117.285721,27.205402,邵武和平坎下武阳仙峰道观,正一
福建省,南平市,邵武市,117.291634,27.142809,邵武和平天符山道观,全真
福建省,南平市,邵武市,117.302795,27.158978,邵武和平灵仙宫,正一
福建省,南平市,邵武市,117.346054,27.22653,邵武和平黎舍望仙峰道观,正一
福建省,南平市,邵武市,117.346054,27.22653,邵武和平黎舍行石岭道观,正一
福建省,南平市,邵武市,117.416908,27.0662,邵武大埠岗松树坪古天堂,正一
福建省,南平市,邵武市,117.356682,27.152721,邵武大埠岗道峰山观,正一
福建省,南平市,邵武市,117.646759,27.13903,邵武拿口渡头临水宫,正一
福建省,南平市,邵武市,117.566612,27.300541,邵武晒口云屏山空中道观,正一
福建省,南平市,邵武市,117.365005,27.301765,邵武沿山城隍庙,正一
福建省,南平市,邵武市,117.653442,26.994593,邵武通泰九峰观,正一
福建省,南平市,顺昌县,117.829048,26.816011,顺昌井垅石楼观,正一
福建省,南平市,顺昌县,117.809438,26.801882,顺昌城关临水宫,正一
福建省,南平市,顺昌县,118.14801,27.31439,顺昌建西太清宫,正一
福建省,南平市,顺昌县,117.907669,26.794769,顺昌洋口天后宫,正一
福建省,南平市,松溪县,118.830421,27.56459,松溪三清观,正一
福建省,南平市,松溪县,118.697052,27.648281,松溪洋村庙,正一
福建省,南平市,松溪县,118.810349,27.55006,松溪禅岩观,正一
福建省,南平市,武夷山市,118.03093,27.761032,武夷山云台道院,全真
福建省,南平市,武夷山市,117.923141,27.637953,武夷山天上宫,全真
福建省,南平市,武夷山市,117.887459,27.642792,武夷山天福道观,全真
福建省,南平市,武夷山市,118.021011,27.737122,武夷山天花岩道观,全真
福建省,南平市,武夷山市,118.211319,27.608131,武夷山妈祖庙,全真
福建省,南平市,武夷山市,117.845718,27.540041,武夷山将军庙,正一
福建省,南平市,武夷山市,117.995438,27.686495,武夷山桃源洞道观,全真
福建省,南平市,武夷山市,117.82695,27.659889,武夷山武仁庙,全真
福建省,南平市,武夷山市,117.954781,27.80542,武夷山老葛仙庙,全真
福建省,南平市,武夷山市,117.833984,27.554922,武夷山莲花山道观,全真
福建省,南平市,武夷山市,117.923141,27.637953,武夷山葛玄道观,全真
福建省,南平市,武夷山市,117.994072,27.670462,武夷山虎山庙,全真
福建省,南平市,武夷山市,118.187813,27.981001,武夷山许真君庙,正一
福建省,南平市,延平区,118.182571,26.651579,南平圣公殿,正一
福建省,南平市,延平区,118.160301,26.434921,南平塔前华光庙,正一
福建省,南平市,延平区,118.267067,26.569342,南平夏道右圣宫,正一
福建省,南平市,延平区,118.261421,26.761112,南平大横太保庙,正一
福建省,南平市,延平区,118.196663,26.691031,南平大横常坑万乐宫,正一
福建省,南平市,延平区,118.186218,26.676731,南平大横湖尾大庙,正一
福建省,南平市,延平区,118.414711,26.438452,南平太平田公元帅殿,正一
福建省,南平市,延平区,118.408752,26.419331,南平太平真君殿,正一
福建省,南平市,延平区,117.980461,26.76827,南平峡阳灵显殿,正一
福建省,南平市,延平区,118.187927,26.63797,南平泰山庙,正一
福建省,南平市,延平区,118.294304,26.515932,南平炉下三清宫,全真
福建省,南平市,延平区,118.186638,26.65094,南平玉屏山天后宫,正一
福建省,南平市,延平区,117.974541,26.637152,南平王台庄感观,正一
福建省,南平市,延平区,118.112602,26.709042,南平茫荡吕祖观,正一
福建省,南平市,延平区,118.111838,26.567711,南平西芹临水宫,正一
福建省,南平市,延平区,118.092529,26.491901,南平西芹天柱殿,正一
福建省,南平市,延平区,118.117712,26.571837,南平西芹玉封庙,正一
福建省,南平市,延平区,118.130501,26.498711,南平西芹米山祖殿,正一
福建省,南平市,延平区,118.06765,26.473661,南平西芹胜峰殿,正一
福建省,南平市,延平区,118.64817,26.336601,南平高州龙岗祖殿,正一
福建省,南平市,政和县,118.713593,27.336943,政和火云洞,正一
福建省,南平市,政和县,118.857864,27.360714,政和灵山观,正一
福建省,宁德市,福安市,119.521362,27.049181,福安三清观,全真
福建省,宁德市,福安市,119.683159,26.766891,福安下白石金钟山道观,正一
福建省,宁德市,福安市,119.658607,27.075121,福安东岳观,全真
福建省,宁德市,福安市,119.636658,26.916109,福安凌霄观,正一
福建省,宁德市,福安市,119.644943,27.121881,福安城阳仙宫,正一
福建省,宁德市,福安市,119.653923,27.071972,福安城隍庙,正一
福建省,宁德市,福安市,119.653923,27.071972,福安妈祖庙,全真
福建省,宁德市,福安市,119.546982,27.058853,福安清泉洞,全真
福建省,宁德市,福安市,119.546753,27.099112,福安灵峰观,全真
福建省,宁德市,福安市,119.695152,26.971821,福安牛童宫,全真
福建省,宁德市,福安市,119.538719,27.060051,福安玉皇宫,全真
福建省,宁德市,福安市,119.497093,27.16127,福安白云观,全真
福建省,宁德市,福安市,119.540573,27.062815,福安真武宫,全真
福建省,宁德市,福安市,119.696861,26.964201,福安真空宫,全真
福建省,宁德市,福安市,119.732162,26.975922,福安神仙宫,全真
福建省,宁德市,福安市,119.669434,27.156221,福安祥云观,正一
福建省,宁德市,福安市,119.660667,27.07579,福安赐福观,全真
福建省,宁德市,福安市,119.494522,27.062693,福安锦云观,正一
福建省,宁德市,福安市,119.732162,26.975922,福安长春观,全真
福建省,宁德市,福安市,119.631134,27.081362,福安青松观,全真
福建省,宁德市,福安市,119.653107,27.089556,福安鹤山道观,全真
福建省,宁德市,福安市,119.560013,27.147459,福安龙源观,正一
福建省,宁德市,福鼎市,120.338737,27.38023,福鼎三清道观,全真
福建省,宁德市,福鼎市,120.209572,27.36264,福鼎云清道观,全真
福建省,宁德市,福鼎市,120.338737,27.38023,福鼎前岐玄真道观,全真
