Prgrvn_i,Pfgrtn_i,Prgrvn_j,Pfgrtn_j,Year,Invja,Umja,Desja
省份i,地市i,省份j,地市j,会计年度,联合申请的发明数量,联合申请的实用新型数量,联合申请的外观设计数量
江西省,宜春市,江苏省,南京市,2019,1,0,0
江西省,宜春市,江西省,九江市,2019,0,1,0
江西省,宜春市,江西省,九江市,2020,0,1,0
江西省,宜春市,江西省,南昌市,2018,26,5,0
江西省,宜春市,江西省,南昌市,2019,17,5,0
江西省,宜春市,江西省,南昌市,2020,15,9,0
江西省,宜春市,辽宁省,大连市,2019,1,0,0
江西省,宜春市,上海市,上海市,2018,2,0,0
江西省,宜春市,上海市,上海市,2019,6,10,0
江西省,宜春市,上海市,上海市,2020,12,4,0
江西省,宜春市,天津市,天津市,2018,9,0,0
江西省,宜春市,浙江省,宁波市,2020,1,0,0
江西省,鹰潭市,安徽省,合肥市,2020,0,2,0
江西省,鹰潭市,安徽省,马鞍山市,2020,1,0,0
江西省,鹰潭市,北京市,北京市,2018,2,1,0
江西省,鹰潭市,北京市,北京市,2019,8,6,1
江西省,鹰潭市,北京市,北京市,2020,7,2,0
江西省,鹰潭市,广东省,佛山市,2018,5,18,0
江西省,鹰潭市,广东省,深圳市,2018,1,0,0
江西省,鹰潭市,广东省,深圳市,2020,0,1,0
江西省,鹰潭市,河南省,郑州市,2020,0,1,0
江西省,鹰潭市,湖北省,武汉市,2018,1,2,0
江西省,鹰潭市,湖北省,武汉市,2019,2,2,0
江西省,鹰潭市,湖北省,武汉市,2020,1,27,0
江西省,鹰潭市,湖南省,长沙市,2019,2,2,0
江西省,鹰潭市,江苏省,南京市,2020,1,0,0
江西省,鹰潭市,江苏省,苏州市,2019,0,1,0
江西省,鹰潭市,江苏省,徐州市,2020,4,2,0
江西省,鹰潭市,江苏省,镇江市,2019,0,1,0
江西省,鹰潭市,江西省,赣州市,2018,2,0,0
江西省,鹰潭市,江西省,赣州市,2019,4,0,0
江西省,鹰潭市,江西省,赣州市,2020,1,0,0
江西省,鹰潭市,江西省,九江市,2020,0,1,0
江西省,鹰潭市,江西省,南昌市,2018,1,0,0
江西省,鹰潭市,江西省,南昌市,2019,4,2,0
江西省,鹰潭市,江西省,南昌市,2020,3,0,1
江西省,鹰潭市,江西省,上饶市,2020,1,0,0
江西省,鹰潭市,山东省,青岛市,2019,1,0,0
江西省,鹰潭市,山东省,威海市,2020,0,1,0
江西省,鹰潭市,陕西省,西安市,2020,0,1,0
江西省,鹰潭市,上海市,上海市,2019,0,2,0
江西省,鹰潭市,上海市,上海市,2020,2,0,0
江西省,鹰潭市,天津市,天津市,2019,0,2,0
江西省,鹰潭市,浙江省,绍兴市,2018,0,10,0
江西省,鹰潭市,浙江省,绍兴市,2019,13,37,13
江西省,鹰潭市,浙江省,绍兴市,2020,11,11,1
辽宁省,鞍山市,安徽省,合肥市,2019,0,1,0
辽宁省,鞍山市,安徽省,合肥市,2020,0,2,1
辽宁省,鞍山市,北京市,北京市,2018,27,17,0
辽宁省,鞍山市,北京市,北京市,2019,49,36,2
辽宁省,鞍山市,北京市,北京市,2020,41,36,4
辽宁省,鞍山市,福建省,厦门市,2018,8,3,0
辽宁省,鞍山市,福建省,厦门市,2019,4,4,0
辽宁省,鞍山市,福建省,厦门市,2020,10,7,0
辽宁省,鞍山市,广东省,广州市,2018,1,1,0
辽宁省,鞍山市,广东省,广州市,2019,9,3,0
辽宁省,鞍山市,广东省,清远市,2018,2,0,0
辽宁省,鞍山市,广东省,深圳市,2019,5,1,0
辽宁省,鞍山市,广东省,深圳市,2020,3,4,0
辽宁省,鞍山市,广东省,珠海市,2020,2,1,0
辽宁省,鞍山市,广西壮族自治区,南宁市,2018,1,2,0
辽宁省,鞍山市,河北省,沧州市,2020,0,4,0
辽宁省,鞍山市,河北省,秦皇岛市,2020,1,0,0
辽宁省,鞍山市,河北省,唐山市,2019,1,1,0
辽宁省,鞍山市,河北省,唐山市,2020,1,0,0
辽宁省,鞍山市,河南省,安阳市,2019,1,0,0
辽宁省,鞍山市,河南省,安阳市,2020,7,6,0
辽宁省,鞍山市,河南省,焦作市,2018,1,0,0
辽宁省,鞍山市,河南省,洛阳市,2018,2,0,0
辽宁省,鞍山市,河南省,洛阳市,2019,0,1,0
辽宁省,鞍山市,河南省,南阳市,2018,2,2,0
辽宁省,鞍山市,河南省,郑州市,2020,1,0,0
辽宁省,鞍山市,湖北省,省直辖县级行政区划,2019,1,0,0
辽宁省,鞍山市,湖北省,省直辖县级行政区划,2020,3,2,0
辽宁省,鞍山市,吉林省,吉林市,2019,6,0,0
辽宁省,鞍山市,吉林省,吉林市,2020,3,0,0
辽宁省,鞍山市,江苏省,南京市,2018,2,0,0
辽宁省,鞍山市,江苏省,南京市,2019,2,3,0
辽宁省,鞍山市,江苏省,南京市,2020,4,7,0
辽宁省,鞍山市,江苏省,苏州市,2019,2,0,0
辽宁省,鞍山市,江苏省,苏州市,2020,0,2,0
辽宁省,鞍山市,江苏省,泰州市,2018,8,3,0
辽宁省,鞍山市,江苏省,泰州市,2019,4,3,0
辽宁省,鞍山市,江苏省,泰州市,2020,10,6,0
辽宁省,鞍山市,江苏省,无锡市,2018,2,0,0
辽宁省,鞍山市,江苏省,无锡市,2019,0,1,0
辽宁省,鞍山市,江苏省,无锡市,2020,1,0,0
辽宁省,鞍山市,江西省,吉安市,2018,2,0,0
辽宁省,鞍山市,江西省,吉安市,2019,2,0,0
辽宁省,鞍山市,辽宁省,本溪市,2019,1,0,0
辽宁省,鞍山市,辽宁省,朝阳市,2020,2,4,0
辽宁省,鞍山市,辽宁省,大连市,2018,3,2,0
辽宁省,鞍山市,辽宁省,大连市,2019,2,2,0
辽宁省,鞍山市,辽宁省,大连市,2020,2,1,0
辽宁省,鞍山市,辽宁省,辽阳市,2020,3,0,0
辽宁省,鞍山市,辽宁省,盘锦市,2020,7,8,0
辽宁省,鞍山市,辽宁省,沈阳市,2018,8,9,0
辽宁省,鞍山市,辽宁省,沈阳市,2019,14,6,0
辽宁省,鞍山市,辽宁省,沈阳市,2020,21,18,0
辽宁省,鞍山市,辽宁省,营口市,2018,0,1,0
辽宁省,鞍山市,辽宁省,营口市,2019,0,1,0
辽宁省,鞍山市,内蒙古自治区,乌海市,2020,0,4,5
辽宁省,鞍山市,内蒙古自治区,锡林郭勒盟,2020,0,1,0
辽宁省,鞍山市,宁夏回族自治区,银川市,2018,1,1,0
辽宁省,鞍山市,青海省,海西蒙古族藏族自治州,2020,0,1,0
辽宁省,鞍山市,山东省,青岛市,2019,1,1,0
辽宁省,鞍山市,山东省,潍坊市,2020,2,1,0
辽宁省,鞍山市,上海市,上海市,2018,1,0,0
辽宁省,鞍山市,上海市,上海市,2019,3,2,0
辽宁省,鞍山市,上海市,上海市,2020,0,3,2
辽宁省,鞍山市,四川省,成都市,2018,1,0,0
辽宁省,鞍山市,四川省,成都市,2019,1,0,0
辽宁省,鞍山市,四川省,绵阳市,2018,2,0,0
辽宁省,鞍山市,四川省,绵阳市,2020,1,2,0
辽宁省,鞍山市,四川省,攀枝花市,2020,1,0,0
辽宁省,鞍山市,四川省,资阳市,2018,4,1,0
辽宁省,鞍山市,四川省,资阳市,2019,5,4,0
辽宁省,鞍山市,四川省,资阳市,2020,8,6,0
辽宁省,鞍山市,天津市,天津市,2018,1,0,0
辽宁省,鞍山市,天津市,天津市,2019,0,1,0
辽宁省,鞍山市,天津市,天津市,2020,0,1,0
辽宁省,鞍山市,新疆维吾尔自治区,乌鲁木齐市,2020,5,0,0
辽宁省,鞍山市,浙江省,嘉兴市,2020,1,1,0
辽宁省,鞍山市,浙江省,金华市,2018,1,0,0
辽宁省,鞍山市,浙江省,金华市,2019,2,0,0
辽宁省,鞍山市,浙江省,绍兴市,2018,2,2,0
辽宁省,鞍山市,浙江省,绍兴市,2020,0,8,0
辽宁省,鞍山市,重庆市,重庆市,2019,5,0,0
辽宁省,鞍山市,重庆市,重庆市,2020,5,0,0
辽宁省,本溪市,北京市,北京市,2018,22,18,0
辽宁省,本溪市,北京市,北京市,2019,28,16,0
辽宁省,本溪市,北京市,北京市,2020,30,17,0
辽宁省,本溪市,福建省,厦门市,2018,1,0,0
辽宁省,本溪市,黑龙江省,哈尔滨市,2020,1,1,0
辽宁省,本溪市,吉林省,吉林市,2020,1,0,0
辽宁省,本溪市,江苏省,南京市,2018,1,0,0
辽宁省,本溪市,江苏省,南京市,2019,2,0,0
辽宁省,本溪市,江苏省,南京市,2020,1,1,0
辽宁省,本溪市,辽宁省,朝阳市,2019,0,3,0
辽宁省,本溪市,辽宁省,大连市,2020,1,4,0
辽宁省,本溪市,内蒙古自治区,乌兰察布市,2020,0,1,0
辽宁省,本溪市,上海市,上海市,2019,1,0,0
辽宁省,本溪市,上海市,上海市,2020,1,0,0
辽宁省,本溪市,浙江省,宁波市,2020,1,2,0
辽宁省,朝阳市,北京市,北京市,2018,17,17,0
辽宁省,朝阳市,北京市,北京市,2019,24,29,1
辽宁省,朝阳市,北京市,北京市,2020,25,36,3
辽宁省,朝阳市,吉林省,四平市,2018,0,1,0
辽宁省,朝阳市,吉林省,延边朝鲜族自治州,2018,0,1,0
辽宁省,朝阳市,江苏省,南京市,2019,1,0,1
辽宁省,朝阳市,江苏省,南京市,2020,0,1,0
辽宁省,朝阳市,辽宁省,大连市,2018,0,2,0
辽宁省,朝阳市,辽宁省,大连市,2019,0,1,0
辽宁省,朝阳市,辽宁省,大连市,2020,3,2,0
辽宁省,朝阳市,山东省,德州市,2018,0,1,0
辽宁省,朝阳市,山西省,大同市,2020,1,0,0
辽宁省,朝阳市,四川省,乐山市,2018,0,1,0
辽宁省,朝阳市,天津市,天津市,2019,4,0,0
辽宁省,朝阳市,天津市,天津市,2020,2,2,0
辽宁省,朝阳市,新疆维吾尔自治区,乌鲁木齐市,2019,1,1,0
辽宁省,朝阳市,新疆维吾尔自治区,伊犁哈萨克自治州,2018,0,1,0
辽宁省,朝阳市,浙江省,台州市,2018,1,0,0
辽宁省,大连市,安徽省,合肥市,2018,2,0,0
辽宁省,大连市,安徽省,合肥市,2019,2,0,0
辽宁省,大连市,安徽省,合肥市,2020,15,1,0
辽宁省,大连市,安徽省,六安市,2020,1,0,0
辽宁省,大连市,北京市,北京市,2018,680,52,0
辽宁省,大连市,北京市,北京市,2019,705,51,0
辽宁省,大连市,北京市,北京市,2020,725,86,1
辽宁省,大连市,福建省,三明市,2020,1,3,0
辽宁省,大连市,福建省,厦门市,2018,0,7,0
辽宁省,大连市,福建省,厦门市,2019,0,1,1
辽宁省,大连市,福建省,厦门市,2020,1,15,0
辽宁省,大连市,甘肃省,兰州市,2020,7,0,0
辽宁省,大连市,广东省,东莞市,2018,6,8,0
辽宁省,大连市,广东省,东莞市,2019,3,4,0
辽宁省,大连市,广东省,东莞市,2020,11,8,0
辽宁省,大连市,广东省,佛山市,2018,0,1,0
辽宁省,大连市,广东省,佛山市,2019,1,0,0
辽宁省,大连市,广东省,佛山市,2020,1,1,0
辽宁省,大连市,广东省,云浮市,2019,0,2,0
辽宁省,大连市,广东省,云浮市,2020,0,1,0
辽宁省,大连市,广西壮族自治区,北海市,2020,1,0,0
辽宁省,大连市,广西壮族自治区,南宁市,2019,3,0,0
辽宁省,大连市,海南省,三亚市,2018,1,1,0
辽宁省,大连市,海南省,三亚市,2020,0,1,0
辽宁省,大连市,河北省,保定市,2018,3,1,0
辽宁省,大连市,河北省,保定市,2019,1,1,0
辽宁省,大连市,河北省,保定市,2020,8,2,0
辽宁省,大连市,河北省,唐山市,2018,5,2,0
辽宁省,大连市,河北省,唐山市,2020,3,1,0
辽宁省,大连市,黑龙江省,大庆市,2018,0,1,0
辽宁省,大连市,黑龙江省,哈尔滨市,2018,3,5,0
辽宁省,大连市,黑龙江省,哈尔滨市,2019,3,0,0
辽宁省,大连市,黑龙江省,哈尔滨市,2020,8,1,0
辽宁省,大连市,湖北省,十堰市,2020,1,0,0
辽宁省,大连市,吉林省,吉林市,2018,3,0,0
辽宁省,大连市,吉林省,四平市,2018,1,3,0
辽宁省,大连市,吉林省,四平市,2019,0,1,0
辽宁省,大连市,吉林省,四平市,2020,0,1,0
辽宁省,大连市,江苏省,南京市,2018,3,0,0
辽宁省,大连市,江苏省,南京市,2019,10,0,0
辽宁省,大连市,江苏省,南京市,2020,9,7,0
辽宁省,大连市,江苏省,南通市,2018,1,0,0
辽宁省,大连市,江苏省,南通市,2020,1,0,0
辽宁省,大连市,江西省,南昌市,2019,1,0,0
辽宁省,大连市,江西省,南昌市,2020,1,0,0
辽宁省,大连市,辽宁省,丹东市,2019,2,2,0
辽宁省,大连市,内蒙古自治区,包头市,2020,2,0,0
辽宁省,大连市,内蒙古自治区,呼和浩特市,2018,2,0,0
辽宁省,大连市,内蒙古自治区,呼和浩特市,2019,0,1,0
辽宁省,大连市,内蒙古自治区,乌海市,2019,1,0,0
辽宁省,大连市,内蒙古自治区,乌兰察布市,2020,0,1,0
辽宁省,大连市,宁夏回族自治区,吴忠市,2018,1,0,0
辽宁省,大连市,山东省,东营市,2019,1,2,0
辽宁省,大连市,山西省,大同市,2018,2,0,0
辽宁省,大连市,陕西省,商洛市,2018,2,0,0
辽宁省,大连市,陕西省,咸阳市,2018,0,1,0
辽宁省,大连市,陕西省,咸阳市,2020,1,1,0
辽宁省,大连市,上海市,上海市,2018,15,8,0
辽宁省,大连市,上海市,上海市,2019,22,1,0
辽宁省,大连市,上海市,上海市,2020,28,22,0
辽宁省,大连市,四川省,乐山市,2018,0,1,0
辽宁省,大连市,四川省,乐山市,2020,0,1,0
辽宁省,大连市,四川省,凉山彝族自治州,2019,0,1,0
辽宁省,大连市,四川省,内江市,2018,0,1,0
辽宁省,大连市,四川省,内江市,2020,1,0,0
辽宁省,大连市,四川省,南充市,2018,1,1,0
辽宁省,大连市,新疆维吾尔自治区,博尔塔拉蒙古自治州,2018,2,0,0
辽宁省,大连市,新疆维吾尔自治区,哈密市,2020,0,1,0
辽宁省,大连市,新疆维吾尔自治区,克拉玛依市,2018,1,0,0
辽宁省,大连市,新疆维吾尔自治区,克拉玛依市,2019,4,0,0
辽宁省,大连市,新疆维吾尔自治区,克拉玛依市,2020,11,0,0
辽宁省,大连市,新疆维吾尔自治区,塔城地区,2019,1,0,0
辽宁省,大连市,新疆维吾尔自治区,乌鲁木齐市,2018,7,0,0
辽宁省,大连市,新疆维吾尔自治区,乌鲁木齐市,2019,10,3,0
辽宁省,大连市,新疆维吾尔自治区,乌鲁木齐市,2020,7,0,0
辽宁省,大连市,新疆维吾尔自治区,伊犁哈萨克自治州,2018,1,2,0
辽宁省,大连市,浙江省,嘉兴市,2018,1,1,0
辽宁省,大连市,浙江省,嘉兴市,2019,2,2,0
辽宁省,大连市,浙江省,嘉兴市,2020,3,0,0
辽宁省,大连市,浙江省,台州市,2020,4,0,0
辽宁省,丹东市,上海市,上海市,2018,1,0,0
辽宁省,抚顺市,北京市,北京市,2018,27,20,0
辽宁省,抚顺市,北京市,北京市,2019,38,33,0
辽宁省,抚顺市,北京市,北京市,2020,26,24,0
辽宁省,抚顺市,甘肃省,庆阳市,2020,0,1,0
辽宁省,抚顺市,广东省,广州市,2019,1,0,0
辽宁省,抚顺市,广东省,广州市,2020,1,1,0
辽宁省,抚顺市,河南省,商丘市,2020,1,2,0
辽宁省,抚顺市,黑龙江省,哈尔滨市,2019,1,0,0
辽宁省,抚顺市,吉林省,吉林市,2020,1,0,0
辽宁省,抚顺市,江苏省,南京市,2019,2,0,0
辽宁省,抚顺市,江苏省,徐州市,2020,0,1,0
辽宁省,抚顺市,辽宁省,大连市,2019,0,7,0
辽宁省,抚顺市,辽宁省,大连市,2020,1,5,0
辽宁省,抚顺市,山东省,东营市,2018,1,1,0
辽宁省,抚顺市,山西省,太原市,2020,1,0,0
辽宁省,抚顺市,陕西省,咸阳市,2020,1,0,0
辽宁省,抚顺市,上海市,上海市,2018,3,1,0
辽宁省,抚顺市,上海市,上海市,2019,6,7,0
辽宁省,抚顺市,上海市,上海市,2020,1,1,0
辽宁省,抚顺市,天津市,天津市,2018,1,0,0
辽宁省,阜新市,安徽省,芜湖市,2018,4,4,0
辽宁省,阜新市,北京市,北京市,2018,21,26,0
辽宁省,阜新市,北京市,北京市,2019,24,18,0
辽宁省,阜新市,北京市,北京市,2020,22,22,0
辽宁省,阜新市,甘肃省,平凉市,2018,1,0,0
辽宁省,阜新市,甘肃省,平凉市,2019,1,1,0
辽宁省,阜新市,甘肃省,庆阳市,2020,3,5,0
辽宁省,阜新市,广东省,佛山市,2020,2,0,0
辽宁省,阜新市,广东省,深圳市,2020,1,0,0
辽宁省,阜新市,河北省,廊坊市,2020,4,0,0
辽宁省,阜新市,河南省,平顶山市,2018,1,1,0
辽宁省,阜新市,河南省,平顶山市,2019,1,0,0
辽宁省,阜新市,河南省,商丘市,2018,2,0,0
辽宁省,阜新市,河南省,郑州市,2020,1,0,0
辽宁省,阜新市,黑龙江省,双鸭山市,2019,1,0,0
辽宁省,阜新市,湖北省,武汉市,2019,1,0,0
辽宁省,阜新市,湖北省,武汉市,2020,1,0,0
辽宁省,阜新市,吉林省,吉林市,2018,2,0,0
辽宁省,阜新市,吉林省,吉林市,2019,1,0,0
辽宁省,阜新市,吉林省,吉林市,2020,1,0,0
辽宁省,阜新市,江苏省,南京市,2018,5,0,0
辽宁省,阜新市,江苏省,南京市,2019,3,0,0
辽宁省,阜新市,江苏省,南京市,2020,1,0,0
辽宁省,阜新市,江西省,九江市,2020,2,0,0
辽宁省,阜新市,辽宁省,沈阳市,2018,10,0,0
辽宁省,阜新市,辽宁省,沈阳市,2019,15,0,0
辽宁省,阜新市,辽宁省,沈阳市,2020,10,2,0
辽宁省,阜新市,内蒙古自治区,包头市,2019,2,0,0
辽宁省,阜新市,内蒙古自治区,包头市,2020,1,0,0
辽宁省,阜新市,内蒙古自治区,鄂尔多斯市,2018,0,3,0
辽宁省,阜新市,内蒙古自治区,通辽市,2020,1,0,0
辽宁省,阜新市,内蒙古自治区,锡林郭勒盟,2018,1,1,0
辽宁省,阜新市,山东省,济南市,2020,1,0,0
辽宁省,阜新市,山东省,烟台市,2020,1,1,0
辽宁省,阜新市,山西省,长治市,2018,12,2,0
辽宁省,阜新市,山西省,长治市,2019,0,2,0
辽宁省,阜新市,山西省,长治市,2020,4,6,0
辽宁省,阜新市,山西省,大同市,2019,0,2,0
辽宁省,阜新市,山西省,大同市,2020,0,8,0
辽宁省,阜新市,山西省,临汾市,2019,0,2,0
辽宁省,阜新市,山西省,吕梁市,2020,1,3,0
辽宁省,阜新市,山西省,朔州市,2018,2,1,0
辽宁省,阜新市,山西省,太原市,2018,2,1,0
辽宁省,阜新市,山西省,太原市,2019,1,0,0
辽宁省,阜新市,陕西省,西安市,2019,1,0,0
辽宁省,阜新市,陕西省,西安市,2020,1,0,0
辽宁省,阜新市,上海市,上海市,2019,1,0,0
辽宁省,阜新市,天津市,天津市,2020,3,4,0
辽宁省,阜新市,新疆维吾尔自治区,昌吉回族自治州,2019,3,3,0
辽宁省,阜新市,新疆维吾尔自治区,乌鲁木齐市,2020,2,0,0
辽宁省,葫芦岛市,安徽省,合肥市,2018,0,1,0
辽宁省,葫芦岛市,安徽省,芜湖市,2018,0,1,0
辽宁省,葫芦岛市,北京市,北京市,2018,3,8,0
辽宁省,葫芦岛市,北京市,北京市,2019,14,13,0
辽宁省,葫芦岛市,北京市,北京市,2020,20,6,0
辽宁省,葫芦岛市,广东省,深圳市,2018,1,0,0
辽宁省,葫芦岛市,广东省,深圳市,2020,0,1,0
辽宁省,葫芦岛市,河北省,唐山市,2018,1,0,0
辽宁省,葫芦岛市,河南省,新乡市,2020,1,1,0
辽宁省,葫芦岛市,黑龙江省,哈尔滨市,2018,1,0,0
辽宁省,葫芦岛市,湖北省,武汉市,2018,1,1,0
辽宁省,葫芦岛市,江苏省,常州市,2018,0,1,0
辽宁省,葫芦岛市,江苏省,南京市,2020,1,0,0
辽宁省,葫芦岛市,江苏省,苏州市,2018,1,0,0
辽宁省,葫芦岛市,江苏省,无锡市,2018,4,0,0
辽宁省,葫芦岛市,江苏省,无锡市,2019,4,0,0
辽宁省,葫芦岛市,江苏省,无锡市,2020,2,0,0
辽宁省,葫芦岛市,江苏省,徐州市,2020,1,0,0
辽宁省,葫芦岛市,辽宁省,朝阳市,2020,1,1,0
辽宁省,葫芦岛市,辽宁省,大连市,2020,1,0,0
辽宁省,葫芦岛市,辽宁省,盘锦市,2020,0,4,0
辽宁省,葫芦岛市,辽宁省,沈阳市,2018,2,0,0
辽宁省,葫芦岛市,辽宁省,沈阳市,2019,15,11,0
辽宁省,葫芦岛市,辽宁省,沈阳市,2020,19,7,0
辽宁省,葫芦岛市,山西省,大同市,2020,0,1,0
辽宁省,葫芦岛市,上海市,上海市,2019,2,0,0
辽宁省,葫芦岛市,上海市,上海市,2020,2,0,0
辽宁省,葫芦岛市,四川省,成都市,2020,1,0,0
辽宁省,葫芦岛市,天津市,天津市,2019,1,0,0
辽宁省,葫芦岛市,西藏自治区,山南市,2020,1,0,0
辽宁省,葫芦岛市,浙江省,温州市,2020,2,0,0
辽宁省,锦州市,北京市,北京市,2018,33,25,0
辽宁省,锦州市,北京市,北京市,2019,47,26,0
辽宁省,锦州市,北京市,北京市,2020,40,27,0
辽宁省,锦州市,福建省,厦门市,2020,1,0,0
辽宁省,锦州市,广东省,广州市,2019,0,6,0
辽宁省,锦州市,河北省,秦皇岛市,2019,0,1,0
辽宁省,锦州市,河北省,石家庄市,2019,8,12,0
辽宁省,锦州市,河北省,石家庄市,2020,0,2,0
辽宁省,锦州市,河南省,洛阳市,2019,2,1,0
辽宁省,锦州市,黑龙江省,哈尔滨市,2018,1,0,0
辽宁省,锦州市,湖北省,武汉市,2018,6,0,0
辽宁省,锦州市,湖北省,武汉市,2019,1,0,0
辽宁省,锦州市,湖北省,宜昌市,2019,2,0,0
辽宁省,锦州市,江苏省,南京市,2018,4,0,0
辽宁省,锦州市,江苏省,南京市,2019,4,0,0
辽宁省,锦州市,江苏省,南京市,2020,1,0,0
辽宁省,锦州市,辽宁省,本溪市,2019,1,0,0
辽宁省,锦州市,辽宁省,大连市,2018,4,1,0
辽宁省,锦州市,辽宁省,大连市,2019,9,0,0
辽宁省,锦州市,辽宁省,大连市,2020,1,0,0
辽宁省,锦州市,辽宁省,丹东市,2018,0,1,0
辽宁省,锦州市,辽宁省,葫芦岛市,2018,1,0,0
辽宁省,锦州市,辽宁省,葫芦岛市,2020,0,1,0
辽宁省,锦州市,辽宁省,辽阳市,2020,0,1,0
辽宁省,锦州市,辽宁省,盘锦市,2018,1,0,0
辽宁省,锦州市,辽宁省,盘锦市,2020,1,0,0
辽宁省,锦州市,辽宁省,沈阳市,2018,5,3,0
辽宁省,锦州市,辽宁省,沈阳市,2019,17,2,0
辽宁省,锦州市,辽宁省,沈阳市,2020,9,2,0
辽宁省,锦州市,内蒙古自治区,赤峰市,2018,6,0,0
辽宁省,锦州市,内蒙古自治区,呼和浩特市,2020,0,2,0
辽宁省,锦州市,内蒙古自治区,兴安盟,2019,8,1,0
辽宁省,锦州市,内蒙古自治区,兴安盟,2020,4,1,0
辽宁省,锦州市,宁夏回族自治区,石嘴山市,2019,0,1,0
辽宁省,锦州市,山东省,济南市,2018,1,0,0
辽宁省,锦州市,山东省,济南市,2020,3,0,0
辽宁省,锦州市,陕西省,铜川市,2020,0,1,0
辽宁省,锦州市,陕西省,渭南市,2020,1,1,0
辽宁省,锦州市,上海市,上海市,2018,1,0,0
辽宁省,锦州市,上海市,上海市,2019,0,1,0
辽宁省,锦州市,上海市,上海市,2020,1,0,0
辽宁省,锦州市,四川省,绵阳市,2018,1,2,0
辽宁省,锦州市,四川省,绵阳市,2019,3,3,0
辽宁省,锦州市,天津市,天津市,2019,0,1,0
辽宁省,锦州市,天津市,天津市,2020,1,1,0
辽宁省,锦州市,新疆维吾尔自治区,乌鲁木齐市,2019,2,0,0
辽宁省,锦州市,浙江省,宁波市,2018,0,1,0
辽宁省,辽阳市,北京市,北京市,2018,19,28,0
辽宁省,辽阳市,北京市,北京市,2019,22,23,0
辽宁省,辽阳市,北京市,北京市,2020,41,56,0
辽宁省,辽阳市,河北省,沧州市,2019,1,1,0
辽宁省,辽阳市,河北省,石家庄市,2019,1,0,0
辽宁省,辽阳市,河南省,平顶山市,2020,1,2,0
辽宁省,辽阳市,河南省,许昌市,2019,1,0,0
辽宁省,辽阳市,河南省,许昌市,2020,9,1,0
辽宁省,辽阳市,江苏省,常州市,2018,1,0,0
辽宁省,辽阳市,江苏省,扬州市,2018,1,0,0
辽宁省,辽阳市,辽宁省,沈阳市,2018,15,7,0
辽宁省,辽阳市,辽宁省,沈阳市,2019,12,8,0
辽宁省,辽阳市,辽宁省,沈阳市,2020,17,6,0
辽宁省,辽阳市,山东省,济南市,2020,1,0,0
辽宁省,辽阳市,山东省,临沂市,2018,1,1,0
辽宁省,辽阳市,山东省,烟台市,2020,1,1,0
辽宁省,辽阳市,陕西省,宝鸡市,2020,0,8,0
辽宁省,辽阳市,陕西省,西安市,2018,0,1,0
辽宁省,辽阳市,陕西省,西安市,2019,0,1,0
辽宁省,辽阳市,上海市,上海市,2018,1,0,0
辽宁省,辽阳市,上海市,上海市,2019,2,0,0
辽宁省,辽阳市,天津市,天津市,2018,1,1,0
辽宁省,辽阳市,天津市,天津市,2019,1,2,0
辽宁省,辽阳市,浙江省,杭州市,2020,0,2,0
辽宁省,盘锦市,北京市,北京市,2018,23,15,0
辽宁省,盘锦市,北京市,北京市,2019,24,14,0
辽宁省,盘锦市,北京市,北京市,2020,27,12,0
辽宁省,盘锦市,广东省,深圳市,2019,2,0,0
辽宁省,盘锦市,海南省,三亚市,2018,1,0,0
辽宁省,盘锦市,江西省,九江市,2019,1,0,0
辽宁省,盘锦市,江西省,九江市,2020,1,0,0
辽宁省,盘锦市,辽宁省,大连市,2018,0,3,0
辽宁省,盘锦市,辽宁省,大连市,2019,8,1,0
辽宁省,盘锦市,辽宁省,大连市,2020,6,1,0
辽宁省,盘锦市,辽宁省,抚顺市,2018,1,0,0
辽宁省,盘锦市,辽宁省,沈阳市,2018,3,0,0
辽宁省,盘锦市,辽宁省,沈阳市,2019,4,2,0
辽宁省,盘锦市,辽宁省,沈阳市,2020,3,0,0
辽宁省,盘锦市,内蒙古自治区,兴安盟,2020,1,0,0
辽宁省,盘锦市,山东省,东营市,2018,0,1,0
辽宁省,盘锦市,山东省,东营市,2020,0,1,0
辽宁省,盘锦市,山东省,威海市,2018,2,0,0
辽宁省,盘锦市,山西省,太原市,2019,0,1,0
辽宁省,盘锦市,上海市,上海市,2020,0,1,0
辽宁省,盘锦市,四川省,成都市,2018,4,2,0
辽宁省,盘锦市,四川省,德阳市,2020,4,0,0
辽宁省,盘锦市,天津市,天津市,2018,1,1,0
辽宁省,盘锦市,天津市,天津市,2019,1,0,0
辽宁省,盘锦市,云南省,昆明市,2020,1,0,0
辽宁省,沈阳市,安徽省,安庆市,2020,0,1,0
辽宁省,沈阳市,安徽省,合肥市,2018,5,3,0
辽宁省,沈阳市,安徽省,合肥市,2019,6,0,0
辽宁省,沈阳市,安徽省,合肥市,2020,6,3,0
辽宁省,沈阳市,安徽省,宿州市,2018,4,4,0
辽宁省,沈阳市,安徽省,宣城市,2020,1,0,0
辽宁省,沈阳市,北京市,北京市,2018,406,160,2
辽宁省,沈阳市,北京市,北京市,2019,596,204,1
辽宁省,沈阳市,北京市,北京市,2020,509,154,2
辽宁省,沈阳市,福建省,南平市,2019,1,0,0
辽宁省,沈阳市,福建省,宁德市,2018,1,0,0
辽宁省,沈阳市,福建省,厦门市,2019,4,0,0
辽宁省,沈阳市,福建省,厦门市,2020,6,0,0
