Prgrvn_i,Pfgrtn_i,Prgrvn_j,Pfgrtn_j,Year,Invja,Umja,Desja
省份i,地市i,省份j,地市j,会计年度,联合申请的发明数量,联合申请的实用新型数量,联合申请的外观设计数量
安徽省,安庆市,安徽省,亳州市,2018,1,0,0
安徽省,安庆市,安徽省,亳州市,2019,1,5,0
安徽省,安庆市,安徽省,亳州市,2020,5,4,0
安徽省,安庆市,安徽省,合肥市,2018,17,10,0
安徽省,安庆市,安徽省,合肥市,2019,15,5,0
安徽省,安庆市,安徽省,合肥市,2020,25,0,0
安徽省,安庆市,安徽省,六安市,2019,1,0,0
安徽省,安庆市,北京市,北京市,2018,16,24,0
安徽省,安庆市,北京市,北京市,2019,33,23,0
安徽省,安庆市,北京市,北京市,2020,70,32,0
安徽省,安庆市,河北省,唐山市,2019,0,1,0
安徽省,安庆市,江苏省,南京市,2018,1,0,0
安徽省,安庆市,江苏省,南京市,2019,6,8,0
安徽省,安庆市,江苏省,南京市,2020,4,3,0
安徽省,安庆市,江苏省,南通市,2019,1,0,0
安徽省,安庆市,辽宁省,大连市,2019,14,7,0
安徽省,安庆市,上海市,上海市,2018,1,0,0
安徽省,安庆市,上海市,上海市,2019,4,7,0
安徽省,安庆市,上海市,上海市,2020,11,7,0
安徽省,安庆市,新疆维吾尔自治区,乌鲁木齐市,2019,0,3,0
安徽省,安庆市,新疆维吾尔自治区,乌鲁木齐市,2020,0,1,0
安徽省,安庆市,浙江省,嘉兴市,2020,2,2,0
安徽省,安庆市,浙江省,宁波市,2020,1,1,0
安徽省,蚌埠市,安徽省,亳州市,2019,4,5,0
安徽省,蚌埠市,安徽省,滁州市,2018,2,7,0
安徽省,蚌埠市,安徽省,滁州市,2019,1,0,0
安徽省,蚌埠市,安徽省,滁州市,2020,7,2,0
安徽省,蚌埠市,安徽省,合肥市,2018,14,7,0
安徽省,蚌埠市,安徽省,合肥市,2019,8,4,0
安徽省,蚌埠市,安徽省,合肥市,2020,8,13,0
安徽省,蚌埠市,安徽省,淮南市,2019,1,0,0
安徽省,蚌埠市,安徽省,淮南市,2020,1,0,0
安徽省,蚌埠市,安徽省,宿州市,2019,4,2,0
安徽省,蚌埠市,安徽省,宿州市,2020,2,2,0
安徽省,蚌埠市,北京市,北京市,2018,25,13,0
安徽省,蚌埠市,北京市,北京市,2019,25,8,0
安徽省,蚌埠市,北京市,北京市,2020,53,8,0
安徽省,蚌埠市,福建省,福州市,2020,2,0,0
安徽省,蚌埠市,福建省,厦门市,2019,1,0,0
安徽省,蚌埠市,福建省,厦门市,2020,1,0,0
安徽省,蚌埠市,广东省,佛山市,2018,0,3,0
安徽省,蚌埠市,广东省,佛山市,2019,0,3,0
安徽省,蚌埠市,广东省,佛山市,2020,0,1,0
安徽省,蚌埠市,广东省,广州市,2020,1,0,0
安徽省,蚌埠市,广东省,深圳市,2018,3,6,0
安徽省,蚌埠市,广东省,深圳市,2019,3,6,0
安徽省,蚌埠市,广东省,深圳市,2020,2,6,0
安徽省,蚌埠市,广西壮族自治区,北海市,2018,1,0,0
安徽省,蚌埠市,广西壮族自治区,北海市,2020,5,1,0
安徽省,蚌埠市,河北省,沧州市,2019,0,2,0
安徽省,蚌埠市,河北省,廊坊市,2020,0,5,0
安徽省,蚌埠市,河北省,石家庄市,2018,1,0,0
安徽省,蚌埠市,河南省,洛阳市,2018,1,0,0
安徽省,蚌埠市,河南省,洛阳市,2020,0,4,0
安徽省,蚌埠市,黑龙江省,绥化市,2018,4,0,0
安徽省,蚌埠市,黑龙江省,绥化市,2020,1,0,0
安徽省,蚌埠市,湖北省,武汉市,2018,2,1,0
安徽省,蚌埠市,湖北省,武汉市,2019,1,0,0
安徽省,蚌埠市,江苏省,南京市,2018,7,0,0
安徽省,蚌埠市,江苏省,南京市,2019,2,1,0
安徽省,蚌埠市,江苏省,南京市,2020,2,3,0
安徽省,蚌埠市,江苏省,苏州市,2018,1,1,0
安徽省,蚌埠市,江苏省,无锡市,2018,3,1,0
安徽省,蚌埠市,江苏省,扬州市,2019,1,0,0
安徽省,蚌埠市,江西省,南昌市,2019,0,1,0
安徽省,蚌埠市,山东省,东营市,2018,1,1,0
安徽省,蚌埠市,山东省,济南市,2020,0,14,0
安徽省,蚌埠市,山东省,济宁市,2020,0,9,0
安徽省,蚌埠市,山东省,临沂市,2020,1,1,0
安徽省,蚌埠市,山东省,日照市,2020,4,6,0
安徽省,蚌埠市,上海市,上海市,2018,2,0,0
安徽省,蚌埠市,上海市,上海市,2019,5,4,0
安徽省,蚌埠市,上海市,上海市,2020,13,1,0
安徽省,蚌埠市,四川省,成都市,2019,1,1,0
安徽省,蚌埠市,新疆维吾尔自治区,自治区直辖县级行政区划,2020,1,1,0
安徽省,蚌埠市,浙江省,杭州市,2018,2,0,0
安徽省,蚌埠市,浙江省,宁波市,2020,2,0,0
安徽省,亳州市,上海市,上海市,2018,1,0,0
安徽省,亳州市,上海市,上海市,2019,1,5,0
安徽省,亳州市,上海市,上海市,2020,9,7,0
安徽省,池州市,安徽省,安庆市,2019,2,1,0
安徽省,池州市,安徽省,合肥市,2018,2,3,0
安徽省,池州市,安徽省,合肥市,2019,9,4,0
安徽省,池州市,安徽省,合肥市,2020,10,8,0
安徽省,池州市,北京市,北京市,2018,6,4,0
安徽省,池州市,北京市,北京市,2019,7,3,0
安徽省,池州市,北京市,北京市,2020,9,8,0
安徽省,池州市,黑龙江省,哈尔滨市,2018,2,0,0
安徽省,池州市,江苏省,南京市,2019,1,0,0
安徽省,池州市,江苏省,南京市,2020,2,0,0
安徽省,池州市,江苏省,徐州市,2018,3,0,0
安徽省,池州市,辽宁省,大连市,2018,1,0,0
安徽省,池州市,辽宁省,大连市,2019,1,0,0
安徽省,池州市,上海市,上海市,2018,5,0,0
安徽省,池州市,上海市,上海市,2019,1,0,0
安徽省,滁州市,安徽省,亳州市,2018,1,1,0
安徽省,滁州市,安徽省,合肥市,2018,6,7,0
安徽省,滁州市,安徽省,合肥市,2019,12,6,0
安徽省,滁州市,安徽省,合肥市,2020,21,14,0
安徽省,滁州市,安徽省,淮南市,2018,5,0,0
安徽省,滁州市,安徽省,淮南市,2020,1,3,0
安徽省,滁州市,安徽省,六安市,2020,6,5,0
安徽省,滁州市,安徽省,宿州市,2018,0,2,0
安徽省,滁州市,安徽省,宿州市,2019,9,3,0
安徽省,滁州市,安徽省,宿州市,2020,0,2,0
安徽省,滁州市,安徽省,宣城市,2019,2,0,0
安徽省,滁州市,北京市,北京市,2018,53,70,0
安徽省,滁州市,北京市,北京市,2019,19,36,1
安徽省,滁州市,北京市,北京市,2020,43,81,0
安徽省,滁州市,福建省,泉州市,2019,1,0,0
安徽省,滁州市,广东省,广州市,2020,1,0,0
安徽省,滁州市,广东省,清远市,2020,1,0,0
安徽省,滁州市,广东省,深圳市,2018,1,0,0
安徽省,滁州市,广东省,深圳市,2019,30,30,0
安徽省,滁州市,广东省,深圳市,2020,15,12,0
安徽省,滁州市,广西壮族自治区,北海市,2019,13,9,0
安徽省,滁州市,湖北省,十堰市,2019,2,15,0
安徽省,滁州市,湖北省,武汉市,2018,1,1,0
安徽省,滁州市,湖北省,武汉市,2019,0,1,0
安徽省,滁州市,湖北省,武汉市,2020,3,7,0
安徽省,滁州市,吉林省,吉林市,2020,1,0,0
安徽省,滁州市,江苏省,常州市,2019,0,1,0
安徽省,滁州市,江苏省,常州市,2020,3,0,0
安徽省,滁州市,江苏省,南京市,2018,5,4,1
安徽省,滁州市,江苏省,南京市,2019,16,21,0
安徽省,滁州市,江苏省,南京市,2020,38,35,0
安徽省,滁州市,江苏省,南通市,2019,0,2,0
安徽省,滁州市,江苏省,宿迁市,2019,0,1,0
安徽省,滁州市,江苏省,无锡市,2019,6,5,0
安徽省,滁州市,江苏省,无锡市,2020,4,27,0
安徽省,滁州市,江苏省,徐州市,2019,2,0,0
安徽省,滁州市,江苏省,扬州市,2020,3,0,0
安徽省,滁州市,辽宁省,丹东市,2018,2,0,0
安徽省,滁州市,内蒙古自治区,包头市,2018,1,8,0
安徽省,滁州市,山西省,吕梁市,2018,0,1,0
安徽省,滁州市,山西省,太原市,2019,1,0,0
安徽省,滁州市,上海市,上海市,2018,13,10,0
安徽省,滁州市,上海市,上海市,2019,28,25,0
安徽省,滁州市,上海市,上海市,2020,10,2,1
安徽省,滁州市,四川省,成都市,2018,1,0,0
安徽省,滁州市,四川省,成都市,2020,0,1,0
安徽省,滁州市,浙江省,杭州市,2018,0,1,0
安徽省,滁州市,浙江省,杭州市,2019,2,0,0
安徽省,滁州市,浙江省,嘉兴市,2020,1,0,0
安徽省,滁州市,浙江省,宁波市,2019,2,0,0
安徽省,滁州市,浙江省,宁波市,2020,0,1,1
安徽省,滁州市,浙江省,温州市,2018,3,3,0
安徽省,滁州市,浙江省,温州市,2019,6,6,0
安徽省,阜阳市,安徽省,安庆市,2018,1,1,0
安徽省,阜阳市,安徽省,亳州市,2018,5,4,0
安徽省,阜阳市,安徽省,滁州市,2018,1,4,0
安徽省,阜阳市,安徽省,滁州市,2020,7,9,0
安徽省,阜阳市,安徽省,合肥市,2018,17,45,0
安徽省,阜阳市,安徽省,合肥市,2019,41,40,0
安徽省,阜阳市,安徽省,合肥市,2020,33,89,0
安徽省,阜阳市,安徽省,淮北市,2019,3,3,0
安徽省,阜阳市,安徽省,淮北市,2020,1,1,0
安徽省,阜阳市,安徽省,淮南市,2019,0,1,0
安徽省,阜阳市,安徽省,宿州市,2019,2,3,0
安徽省,阜阳市,安徽省,芜湖市,2018,2,2,0
安徽省,阜阳市,安徽省,芜湖市,2019,1,3,0
安徽省,阜阳市,安徽省,芜湖市,2020,1,1,0
安徽省,阜阳市,北京市,北京市,2018,21,21,0
安徽省,阜阳市,北京市,北京市,2019,18,30,0
安徽省,阜阳市,北京市,北京市,2020,51,28,0
安徽省,阜阳市,福建省,宁德市,2020,0,1,0
安徽省,阜阳市,广东省,潮州市,2018,1,0,0
安徽省,阜阳市,广东省,潮州市,2019,3,0,0
安徽省,阜阳市,广东省,东莞市,2020,1,0,0
安徽省,阜阳市,广东省,深圳市,2018,1,0,0
安徽省,阜阳市,广东省,深圳市,2020,1,0,0
安徽省,阜阳市,广东省,珠海市,2020,0,1,0
安徽省,阜阳市,贵州省,贵阳市,2018,1,0,0
安徽省,阜阳市,河北省,保定市,2019,0,1,0
安徽省,阜阳市,河南省,安阳市,2020,4,0,0
安徽省,阜阳市,河南省,三门峡市,2020,1,0,0
安徽省,阜阳市,黑龙江省,哈尔滨市,2019,1,1,0
安徽省,阜阳市,黑龙江省,哈尔滨市,2020,0,1,0
安徽省,阜阳市,湖北省,武汉市,2018,2,0,0
安徽省,阜阳市,湖北省,武汉市,2019,6,2,0
安徽省,阜阳市,湖北省,武汉市,2020,1,1,0
安徽省,阜阳市,湖南省,株洲市,2019,1,0,0
安徽省,阜阳市,江苏省,常州市,2018,0,1,0
安徽省,阜阳市,江苏省,廊坊市,2019,0,1,0
安徽省,阜阳市,江苏省,南京市,2018,8,3,0
安徽省,阜阳市,江苏省,南京市,2019,8,0,0
安徽省,阜阳市,江苏省,南京市,2020,0,2,0
安徽省,阜阳市,江苏省,南通市,2018,17,16,12
安徽省,阜阳市,江苏省,南通市,2019,19,18,1
安徽省,阜阳市,江苏省,南通市,2020,3,1,0
安徽省,阜阳市,江苏省,宿迁市,2019,0,8,0
安徽省,阜阳市,江苏省,无锡市,2018,17,16,12
安徽省,阜阳市,江苏省,无锡市,2019,17,17,1
安徽省,阜阳市,江苏省,无锡市,2020,1,1,2
安徽省,阜阳市,江苏省,徐州市,2018,2,2,0
安徽省,阜阳市,江西省,萍乡市,2018,1,0,0
安徽省,阜阳市,辽宁省,阜新市,2020,1,0,0
安徽省,阜阳市,山东省,济南市,2019,1,0,0
安徽省,阜阳市,山东省,泰安市,2019,1,0,0
安徽省,阜阳市,山东省,淄博市,2018,0,1,0
安徽省,阜阳市,山东省,淄博市,2019,0,1,0
安徽省,阜阳市,陕西省,西安市,2019,2,2,0
安徽省,阜阳市,陕西省,西安市,2020,1,1,0
安徽省,阜阳市,上海市,上海市,2018,3,0,0
安徽省,阜阳市,上海市,上海市,2019,2,0,0
安徽省,阜阳市,四川省,成都市,2018,1,0,0
安徽省,阜阳市,四川省,成都市,2020,2,0,0
安徽省,阜阳市,天津市,天津市,2019,0,2,0
安徽省,阜阳市,浙江省,杭州市,2018,3,0,0
安徽省,阜阳市,浙江省,杭州市,2019,2,0,0
安徽省,阜阳市,浙江省,杭州市,2020,2,0,0
安徽省,阜阳市,浙江省,湖州市,2020,7,1,1
安徽省,阜阳市,浙江省,嘉兴市,2020,7,0,0
安徽省,阜阳市,浙江省,宁波市,2018,0,2,0
安徽省,阜阳市,浙江省,宁波市,2019,0,1,0
安徽省,阜阳市,浙江省,衢州市,2019,0,1,0
安徽省,阜阳市,浙江省,绍兴市,2018,2,0,0
安徽省,阜阳市,浙江省,绍兴市,2019,2,0,0
安徽省,阜阳市,重庆市,重庆市,2020,1,0,0
安徽省,合肥市,安徽省,亳州市,2018,7,7,0
安徽省,合肥市,安徽省,亳州市,2019,12,7,0
安徽省,合肥市,安徽省,亳州市,2020,6,16,0
安徽省,合肥市,安徽省,六安市,2018,18,5,0
安徽省,合肥市,安徽省,六安市,2019,23,17,0
安徽省,合肥市,安徽省,六安市,2020,10,11,0
安徽省,合肥市,北京市,北京市,2018,1372,413,4
安徽省,合肥市,北京市,北京市,2019,1306,279,4
安徽省,合肥市,北京市,北京市,2020,1058,400,9
安徽省,合肥市,福建省,三明市,2018,1,0,0
安徽省,合肥市,福建省,厦门市,2018,2,0,0
安徽省,合肥市,福建省,厦门市,2019,12,11,0
安徽省,合肥市,福建省,厦门市,2020,1,0,0
安徽省,合肥市,甘肃省,兰州市,2018,23,1,0
安徽省,合肥市,甘肃省,兰州市,2019,40,2,0
安徽省,合肥市,甘肃省,兰州市,2020,24,6,0
安徽省,合肥市,广东省,东莞市,2018,5,5,0
安徽省,合肥市,广东省,东莞市,2019,14,7,0
安徽省,合肥市,广东省,佛山市,2018,206,137,104
安徽省,合肥市,广东省,佛山市,2019,274,164,141
安徽省,合肥市,广东省,佛山市,2020,297,222,291
安徽省,合肥市,广东省,中山市,2019,1,1,1
安徽省,合肥市,广东省,中山市,2020,0,2,1
安徽省,合肥市,广西壮族自治区,南宁市,2018,4,0,0
安徽省,合肥市,广西壮族自治区,南宁市,2020,4,1,0
安徽省,合肥市,海南省,儋州市,2020,2,1,0
安徽省,合肥市,河北省,保定市,2018,6,0,0
安徽省,合肥市,河北省,保定市,2019,2,0,0
安徽省,合肥市,河北省,保定市,2020,2,0,0
安徽省,合肥市,河南省,三门峡市,2020,0,1,0
安徽省,合肥市,江苏省,南京市,2018,62,14,0
安徽省,合肥市,江苏省,南京市,2019,81,4,0
安徽省,合肥市,江苏省,南京市,2020,95,17,0
安徽省,合肥市,江苏省,南通市,2020,2,0,0
安徽省,合肥市,江西省,九江市,2018,10,19,0
安徽省,合肥市,江西省,九江市,2019,15,36,0
安徽省,合肥市,江西省,九江市,2020,16,28,3
安徽省,合肥市,江西省,南昌市,2018,1,1,0
安徽省,合肥市,江西省,南昌市,2019,3,2,0
安徽省,合肥市,江西省,南昌市,2020,1,1,0
安徽省,合肥市,内蒙古自治区,乌兰察布市,2018,3,5,0
安徽省,合肥市,内蒙古自治区,乌兰察布市,2019,5,8,0
安徽省,合肥市,内蒙古自治区,乌兰察布市,2020,9,8,0
安徽省,合肥市,内蒙古自治区,兴安盟,2019,1,4,0
安徽省,合肥市,山东省,东营市,2018,1,0,0
安徽省,合肥市,山东省,东营市,2019,1,1,0
安徽省,合肥市,山东省,临沂市,2019,4,0,0
安徽省,合肥市,山东省,临沂市,2020,0,2,0
安徽省,合肥市,上海市,上海市,2018,44,38,3
安徽省,合肥市,上海市,上海市,2019,107,39,11
安徽省,合肥市,上海市,上海市,2020,96,43,10
安徽省,合肥市,四川省,凉山彝族自治州,2018,2,0,0
安徽省,合肥市,四川省,南充市,2020,0,1,0
安徽省,合肥市,新疆维吾尔自治区,克拉玛依市,2018,0,1,0
安徽省,合肥市,新疆维吾尔自治区,乌鲁木齐市,2018,8,1,0
安徽省,合肥市,新疆维吾尔自治区,乌鲁木齐市,2019,5,2,0
安徽省,合肥市,新疆维吾尔自治区,乌鲁木齐市,2020,8,21,0
安徽省,合肥市,浙江省,台州市,2018,3,0,0
安徽省,合肥市,浙江省,台州市,2019,1,0,0
安徽省,合肥市,浙江省,台州市,2020,4,0,0
安徽省,淮北市,安徽省,安庆市,2019,2,0,0
安徽省,淮北市,安徽省,亳州市,2019,0,4,0
安徽省,淮北市,安徽省,池州市,2020,0,1,0
安徽省,淮北市,安徽省,合肥市,2018,2,1,0
安徽省,淮北市,安徽省,合肥市,2019,13,15,0
安徽省,淮北市,安徽省,合肥市,2020,5,2,0
安徽省,淮北市,安徽省,宿州市,2018,7,0,0
安徽省,淮北市,安徽省,宿州市,2019,1,1,0
安徽省,淮北市,安徽省,宿州市,2020,19,0,0
安徽省,淮北市,北京市,北京市,2018,15,17,0
安徽省,淮北市,北京市,北京市,2019,10,10,0
安徽省,淮北市,北京市,北京市,2020,11,14,0
安徽省,淮北市,甘肃省,平凉市,2019,2,2,0
安徽省,淮北市,广东省,东莞市,2018,6,4,0
安徽省,淮北市,广东省,东莞市,2019,6,6,0
安徽省,淮北市,广东省,东莞市,2020,2,2,0
安徽省,淮北市,广东省,广州市,2018,8,5,0
安徽省,淮北市,广东省,广州市,2019,10,8,0
安徽省,淮北市,广东省,广州市,2020,6,6,0
安徽省,淮北市,河南省,开封市,2018,0,1,0
安徽省,淮北市,黑龙江省,哈尔滨市,2019,1,1,0
安徽省,淮北市,湖北省,武汉市,2019,3,0,0
安徽省,淮北市,湖北省,武汉市,2020,1,0,0
安徽省,淮北市,江苏省,南京市,2019,0,1,0
安徽省,淮北市,江苏省,南京市,2020,1,1,0
安徽省,淮北市,江苏省,南通市,2018,1,0,0
安徽省,淮北市,江苏省,南通市,2019,3,2,0
安徽省,淮北市,江苏省,泰州市,2018,0,2,0
安徽省,淮北市,江苏省,泰州市,2019,1,0,0
安徽省,淮北市,江苏省,泰州市,2020,3,5,0
安徽省,淮北市,江苏省,徐州市,2018,2,1,0
安徽省,淮北市,江苏省,徐州市,2019,7,6,0
安徽省,淮北市,江苏省,徐州市,2020,9,11,0
安徽省,淮北市,辽宁省,抚顺市,2018,2,0,0
安徽省,淮北市,辽宁省,沈阳市,2018,0,2,0
安徽省,淮北市,山东省,济南市,2020,2,0,0
安徽省,淮北市,山东省,济宁市,2020,2,2,0
安徽省,淮北市,山西省,大同市,2018,1,0,0
安徽省,淮北市,上海市,上海市,2018,3,0,0
安徽省,淮北市,上海市,上海市,2019,12,3,0
安徽省,淮北市,上海市,上海市,2020,20,12,0
安徽省,淮北市,四川省,成都市,2018,2,0,0
安徽省,淮北市,新疆维吾尔自治区,乌鲁木齐市,2018,1,0,0
安徽省,淮北市,新疆维吾尔自治区,伊犁哈萨克自治州,2020,0,2,0
安徽省,淮北市,浙江省,杭州市,2020,1,1,0
安徽省,淮南市,安徽省,安庆市,2019,2,0,0
安徽省,淮南市,安徽省,亳州市,2018,1,0,0
安徽省,淮南市,安徽省,合肥市,2018,17,10,0
安徽省,淮南市,安徽省,合肥市,2019,29,12,0
安徽省,淮南市,安徽省,合肥市,2020,35,7,0
安徽省,淮南市,安徽省,淮北市,2018,3,1,0
安徽省,淮南市,安徽省,淮北市,2019,10,1,0
安徽省,淮南市,安徽省,淮北市,2020,13,2,0
安徽省,淮南市,安徽省,宿州市,2018,4,0,0
安徽省,淮南市,安徽省,宿州市,2019,3,0,0
安徽省,淮南市,北京市,北京市,2018,23,14,0
安徽省,淮南市,北京市,北京市,2019,32,18,0
安徽省,淮南市,北京市,北京市,2020,22,8,0
安徽省,淮南市,广东省,东莞市,2018,0,1,0
安徽省,淮南市,广东省,佛山市,2019,1,0,0
安徽省,淮南市,广东省,广州市,2018,0,1,0
安徽省,淮南市,广东省,云浮市,2019,0,1,0
安徽省,淮南市,广西壮族自治区,柳州市,2020,1,1,0
安徽省,淮南市,贵州省,毕节市,2020,1,0,0
安徽省,淮南市,河北省,保定市,2018,1,1,0
安徽省,淮南市,河北省,保定市,2020,1,0,0
安徽省,淮南市,河南省,平顶山市,2019,1,0,0
安徽省,淮南市,河南省,新乡市,2019,1,1,0
安徽省,淮南市,湖北省,武汉市,2018,1,2,0
安徽省,淮南市,湖北省,武汉市,2019,8,5,0
安徽省,淮南市,湖北省,武汉市,2020,3,1,0
安徽省,淮南市,湖北省,宜昌市,2020,1,1,0
安徽省,淮南市,江苏省,常州市,2018,1,0,0
安徽省,淮南市,江苏省,常州市,2019,1,0,0
安徽省,淮南市,江苏省,南京市,2018,3,1,0
安徽省,淮南市,江苏省,南京市,2019,4,1,0
安徽省,淮南市,江苏省,南京市,2020,3,4,0
安徽省,淮南市,江苏省,无锡市,2019,1,0,0
安徽省,淮南市,江苏省,无锡市,2020,0,1,0
安徽省,淮南市,江苏省,徐州市,2018,3,4,0
安徽省,淮南市,江苏省,徐州市,2019,1,0,0
安徽省,淮南市,江苏省,徐州市,2020,10,0,0
安徽省,淮南市,江西省,南昌市,2020,3,0,0
安徽省,淮南市,辽宁省,大连市,2019,0,1,0
安徽省,淮南市,辽宁省,沈阳市,2018,2,1,0
安徽省,淮南市,辽宁省,沈阳市,2020,3,2,0
安徽省,淮南市,内蒙古自治区,包头市,2018,1,0,0
安徽省,淮南市,内蒙古自治区,包头市,2020,1,0,0
安徽省,淮南市,宁夏回族自治区,固原市,2019,2,0,0
安徽省,淮南市,山东省,济南市,2018,2,0,0
安徽省,淮南市,山东省,济南市,2019,2,0,0
安徽省,淮南市,山东省,济南市,2020,2,0,0
安徽省,淮南市,山东省,济宁市,2019,1,0,0
安徽省,淮南市,山东省,泰安市,2018,1,0,0
安徽省,淮南市,山东省,泰安市,2019,1,0,0
安徽省,淮南市,山西省,大同市,2018,1,0,0
安徽省,淮南市,山西省,太原市,2019,2,2,0
安徽省,淮南市,山西省,太原市,2020,2,1,0
安徽省,淮南市,上海市,上海市,2018,2,2,0
安徽省,淮南市,上海市,上海市,2019,2,1,0
安徽省,淮南市,上海市,上海市,2020,6,2,0
安徽省,淮南市,四川省,成都市,2020,2,0,0
安徽省,淮南市,四川省,攀枝花市,2020,1,0,0
安徽省,淮南市,四川省,宜宾市,2019,1,0,0
安徽省,淮南市,天津市,天津市,2020,3,0,0
安徽省,淮南市,云南省,保山市,2019,0,4,0
安徽省,淮南市,浙江省,杭州市,2018,0,3,0
安徽省,淮南市,浙江省,杭州市,2019,2,4,0
安徽省,淮南市,浙江省,杭州市,2020,1,0,0
安徽省,淮南市,浙江省,宁波市,2019,2,2,0
安徽省,淮南市,浙江省,台州市,2018,0,3,0
安徽省,黄山市,安徽省,蚌埠市,2018,2,0,0
安徽省,黄山市,安徽省,蚌埠市,2019,1,0,0
安徽省,黄山市,安徽省,蚌埠市,2020,2,2,0
安徽省,黄山市,安徽省,池州市,2018,0,1,0
安徽省,黄山市,安徽省,滁州市,2019,2,0,0
安徽省,黄山市,安徽省,阜阳市,2018,4,2,0
安徽省,黄山市,安徽省,阜阳市,2019,1,0,0
安徽省,黄山市,安徽省,合肥市,2018,13,5,0
安徽省,黄山市,安徽省,合肥市,2019,15,6,0
安徽省,黄山市,安徽省,合肥市,2020,6,5,0
安徽省,黄山市,安徽省,淮南市,2018,0,3,0
安徽省,黄山市,安徽省,马鞍山市,2018,2,2,0
安徽省,黄山市,安徽省,宿州市,2018,2,2,0
安徽省,黄山市,安徽省,芜湖市,2018,2,2,0
安徽省,黄山市,安徽省,芜湖市,2019,2,0,0
安徽省,黄山市,安徽省,芜湖市,2020,2,0,0
安徽省,黄山市,安徽省,宣城市,2018,3,3,0
安徽省,黄山市,北京市,北京市,2018,15,22,0
安徽省,黄山市,北京市,北京市,2019,11,4,0
安徽省,黄山市,北京市,北京市,2020,13,12,0
安徽省,黄山市,广东省,东莞市,2020,1,0,0
安徽省,黄山市,广东省,深圳市,2018,1,3,0
安徽省,黄山市,广东省,深圳市,2019,1,1,0
安徽省,黄山市,湖南省,长沙市,2018,1,0,0
安徽省,黄山市,江苏省,连云港市,2018,0,4,0
安徽省,黄山市,江苏省,南京市,2018,6,0,0
安徽省,黄山市,江苏省,南京市,2019,7,0,0
安徽省,黄山市,江苏省,南京市,2020,3,0,0
安徽省,黄山市,山东省,济南市,2018,0,3,0
安徽省,黄山市,山东省,济南市,2019,3,0,0
安徽省,黄山市,上海市,上海市,2018,2,0,0
安徽省,黄山市,上海市,上海市,2019,1,1,1
安徽省,黄山市,天津市,天津市,2019,1,1,0
安徽省,黄山市,云南省,昆明市,2020,5,0,0
安徽省,黄山市,浙江省,杭州市,2020,1,0,0
安徽省,黄山市,浙江省,江山市,2020,0,1,1
安徽省,黄山市,浙江省,衢州市,2020,0,1,1
安徽省,黄山市,浙江省,绍兴市,2018,1,0,0
安徽省,六安市,安徽省,亳州市,2018,1,0,0
安徽省,六安市,上海市,上海市,2018,2,1,7
安徽省,六安市,上海市,上海市,2019,1,10,1
安徽省,六安市,上海市,上海市,2020,11,12,16
安徽省,马鞍山市,安徽省,安庆市,2018,6,4,0
安徽省,马鞍山市,安徽省,蚌埠市,2020,2,0,0
安徽省,马鞍山市,安徽省,池州市,2018,2,0,0
安徽省,马鞍山市,安徽省,池州市,2020,1,0,0
安徽省,马鞍山市,安徽省,滁州市,2018,6,1,0
安徽省,马鞍山市,安徽省,滁州市,2019,0,1,0
安徽省,马鞍山市,安徽省,滁州市,2020,4,3,0
安徽省,马鞍山市,安徽省,阜阳市,2018,3,2,0
安徽省,马鞍山市,安徽省,阜阳市,2019,1,0,0
安徽省,马鞍山市,安徽省,阜阳市,2020,2,2,0
安徽省,马鞍山市,安徽省,合肥市,2018,13,8,0
安徽省,马鞍山市,安徽省,合肥市,2019,12,2,0
安徽省,马鞍山市,安徽省,合肥市,2020,17,3,0
安徽省,马鞍山市,安徽省,淮北市,2019,1,6,0
安徽省,马鞍山市,安徽省,六安市,2018,1,1,0
安徽省,马鞍山市,安徽省,六安市,2020,11,0,0
安徽省,马鞍山市,安徽省,铜陵市,2019,1,0,0
安徽省,马鞍山市,安徽省,铜陵市,2020,1,0,0
安徽省,马鞍山市,安徽省,芜湖市,2018,2,2,0
安徽省,马鞍山市,安徽省,芜湖市,2019,1,2,0
安徽省,马鞍山市,安徽省,宣城市,2018,1,1,0
安徽省,马鞍山市,安徽省,宣城市,2020,1,0,0
安徽省,马鞍山市,北京市,北京市,2018,11,10,0
安徽省,马鞍山市,北京市,北京市,2019,22,21,0
安徽省,马鞍山市,北京市,北京市,2020,26,18,0
安徽省,马鞍山市,福建省,厦门市,2018,2,2,0
安徽省,马鞍山市,甘肃省,兰州市,2018,3,0,0
安徽省,马鞍山市,广东省,潮州市,2018,1,0,0
安徽省,马鞍山市,广东省,潮州市,2020,2,0,0
安徽省,马鞍山市,广东省,广州市,2020,1,2,0
安徽省,马鞍山市,广东省,深圳市,2018,5,0,0
安徽省,马鞍山市,广东省,深圳市,2019,11,0,0
安徽省,马鞍山市,广东省,深圳市,2020,9,0,0
安徽省,马鞍山市,广东省,阳江市,2019,1,0,0
安徽省,马鞍山市,广东省,阳江市,2020,5,0,0
安徽省,马鞍山市,广东省,湛江市,2019,2,0,0
安徽省,马鞍山市,广东省,珠海市,2018,9,2,0
安徽省,马鞍山市,广东省,珠海市,2019,10,4,0
安徽省,马鞍山市,广东省,珠海市,2020,16,6,0
安徽省,马鞍山市,广西壮族自治区,柳州市,2018,6,0,0
安徽省,马鞍山市,广西壮族自治区,柳州市,2019,0,1,0
