Bdhttpnm,Fctn,Drctnm,Cratdt,Prvn,Pftn,Cont,Spfcadd,Tpintdc,Topbdtp,Kcrsusp,Sncarlv,Longit,Latit,source_file,religion_type,Taotpnm,Msqnm,Msqintdc,Topmsq,Chrnm,Mastm,Chrintdc,Topshr,Saltm,Province,City,Region,Proacade,Citacade,Regacade
广王寺,汉语系,释大定,,湖北省,黄石市,大冶市,大冶市经济开发区罗桥街办港湖村,,,,,114.976051,30.143822,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
广王观音堂,汉语系,释演真,,湖北省,黄石市,大冶市,大冶市经济开发区下黄村,,,,,114.979691,30.108810,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
广讲禅寺,汉语系,释海进,,湖北省,黄石市,大冶市,大冶市金湖街道办事处黄家献村,,,,,115.001312,30.072701,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
度门寺,汉语系,释宽宝,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇董口村,,,,,114.917870,29.942011,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
弘福寺,汉语系,释印桃,,湖北省,黄石市,大冶市,大冶市大箕铺镇后畈村,,,,,115.025078,30.037653,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
朝阳寺,汉语系,释果慈,,湖北省,黄石市,大冶市,大冶市还地桥镇东庄村,,,,,114.828094,30.168303,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
木鱼寺,汉语系,释法柳,,湖北省,黄石市,大冶市,大冶市金湖街道办事处四斗粮村,,,,,114.978279,30.060572,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
松山寺,汉语系,释辉英,,湖北省,黄石市,大冶市,大冶市还地桥镇秀山村,,,,,114.880180,30.187561,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
梅山寺,汉语系,释德法,,湖北省,黄石市,大冶市,大冶市金山店镇龙口村,,,,,114.788239,30.116251,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
森罗寺,汉语系,释传盘,,湖北省,黄石市,大冶市,大冶市大箕铺镇八流村,,,,,115.021843,29.982801,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
楞严寺,汉语系,释印钰,,湖北省,黄石市,大冶市,大冶市陈贵镇铜山口村,,,,,114.832619,30.009432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
武圣寺,汉语系,释悟圣,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇殷祖村,,,,,114.892471,29.958961,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
武圣庙,汉语系,释演修,,湖北省,黄石市,大冶市,大冶市金湖街道办事处程湾村,,,,,114.908394,30.077261,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
殷祖双泉寺,汉语系,释演凰,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇畈段村,,,,,114.878502,29.896170,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
殷祖观音寺,汉语系,释合慧,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇新屋村,,,,,114.905098,29.992321,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
殷祖镇三峰寺,汉语系,释悟如,2013-05-23,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇花市村,,,,,114.901741,29.889042,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
殷祖镇太尉庙,汉语系,释头坚,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇塘下村,,,,,114.882874,29.958351,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
殷祖镇龙泉寺,汉语系,释头寿,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇花市村,,,,,114.901741,29.889042,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
泉塘寺,汉语系,释印成,,湖北省,黄石市,大冶市,大冶市陈贵镇官塘垴村,,,,,114.854126,30.069014,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
法化禅寺,汉语系,释大阗,,湖北省,黄石市,大冶市,大冶市金湖街办马叫村,,,,,114.932564,30.066671,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
洋湖寺,汉语系,释皆缘,,湖北省,黄石市,大冶市,湖北省大冶市茗山乡洋湖村,,,,,114.801933,30.097733,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
洪化寺,汉语系,释觉智,,湖北省,黄石市,大冶市,湖北省大冶市茗山乡茗山村,,,,,114.746735,30.063313,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
洪源寺,汉语系,释印娥,,湖北省,黄石市,大冶市,大冶市大箕铺镇石应高村,,,,,115.045547,30.001081,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
海观寺,汉语系,释印修,,湖北省,黄石市,大冶市,大冶市经济开发区观山村,,,,,114.962532,30.100471,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灯佛寺,汉语系,释谷慧,,湖北省,黄石市,大冶市,大冶市金湖街道办事处巴塘村,,,,,114.911873,30.023722,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵乡法华寺,汉语系,释延劝,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇坳头村,,,,,114.723892,30.008011,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵乡金山寺,汉语系,释悟永,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇大畈村,,,,,114.732948,30.004982,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵乡镇尖山寺,汉语系,释如觉,1999-03-20,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇宫台村,,,,,114.759422,30.011822,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵乡青龙寺,汉语系,释圆法,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇贺铺村,,,,,114.731857,29.928720,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵山寺,汉语系,释头莲,,湖北省,黄石市,大冶市,大冶市灵乡镇谈桥社区,,,,,114.758492,29.991270,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
灵溪禅寺,汉语系,释指云,2013-05-21,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇长坪村,,,,,114.743904,30.010530,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
玉泉禅寺,汉语系,释智洲,,湖北省,黄石市,大冶市,大冶市刘仁八镇刘仁八村,,,,,114.836792,29.935572,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
甘露寺,汉语系,释法慧,,湖北省,黄石市,大冶市,大冶市金湖街道办事处马叫村,,,,,114.932564,30.066671,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白土堡禅寺,汉语系,释法友,,湖北省,黄石市,大冶市,湖北省大冶市保安镇桃树村,,,,,114.734879,30.160341,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白水莲台,汉语系,释谷秋,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇南昌村,,,,,114.899902,29.987991,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
白衣庵,汉语系,释头根,,湖北省,黄石市,大冶市,大冶市大箕铺镇高家堍村,,,,,115.037094,30.053286,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
百圣古刹,汉语系,释慈隆,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇芭山村,,,,,114.733803,29.940401,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
百求寺,汉语系,释海忏,,湖北省,黄石市,大冶市,大冶市经济开发区敖山村,,,,,114.917297,30.119892,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
皇姑寺,汉语系,释智延,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇殷祖村,,,,,114.892471,29.958961,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
目莲寺,汉语系,释文慧,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办目连路4号,,,,,114.963531,30.141172,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
石佛寺,汉语系,释指元,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇江畈村,,,,,114.926003,29.972771,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
矿山庙,汉语系,释仁德,,湖北省,黄石市,大冶市,大冶市还地桥镇马石村,,,,,114.792122,30.240360,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
福田堂,汉语系,释普参,,湖北省,黄石市,大冶市,湖北省大冶市保安镇茶山村,,,,,114.765472,30.146240,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
箕山寺,汉语系,释传佳,,湖北省,黄石市,大冶市,大冶市大箕铺镇小箕铺村,,,,,115.036491,30.007923,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
紫竹林观音寺,汉语系,释演松,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办大林山村,,,,,114.951218,30.119593,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
紫荆庙,汉语系,程明华,,湖北省,黄石市,大冶市,大冶市陈贵镇小雷山村,,,,,114.818588,30.028481,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗家桥普济寺,汉语系,释透慧,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办吴天铺村,,,,,114.927330,30.113363,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗家桥龙王庙,汉语系,释果南,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办金桥村,,,,,114.952240,30.154831,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗师庙,汉语系,释果莲,,湖北省,黄石市,大冶市,湖北省大冶市金牛镇堰口村,,,,,114.620354,29.990131,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗桥关公庙,汉语系,释头转,2013-05-28,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办新进村,,,,,114.927376,30.134268,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗桥城隍庙,汉语系,释宏法,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办大林山村,,,,,114.951218,30.119593,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
罗桥金华寺,汉语系,释常德,2013-05-19,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇罗桥村,,,,,114.678902,30.001190,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
肖家庵,汉语系,释证祥,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇丁山村,,,,,114.884117,29.942732,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
胜山寺,汉语系,释印申,,湖北省,黄石市,大冶市,大冶市金山店镇红卫村,,,,,114.870148,30.103512,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
胡湾寺,汉语系,释常英,,湖北省,黄石市,大冶市,大冶市刘仁八镇岩山村,,,,,114.836838,29.983763,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
舞龙宫,汉语系,释传定,,湖北省,黄石市,大冶市,大冶市大箕铺镇水南湾村,,,,,115.051033,30.043003,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
茗山观音寺,汉语系,释果普,2013-05-19,湖北省,黄石市,大冶市,湖北省大冶市茗山乡均畈村,,,,,114.778618,30.097462,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
莲华禅院,汉语系,释演乐,2001-04-19,湖北省,黄石市,大冶市,湖北省大冶市陈贵镇南山村,,,,,114.799400,29.996653,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
莲峰寺,汉语系,释正果,,湖北省,黄石市,大冶市,大冶市陈贵镇天台山村,,,,,114.860329,30.026934,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
莲花寺,汉语系,释能成,,湖北省,黄石市,大冶市,大冶市大箕铺镇石应高村,,,,,115.045547,30.001081,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
菩提阁,汉语系,释果普,,湖北省,黄石市,大冶市,大冶市金山店镇新村社区,,,,,114.827003,30.146276,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西佛寺,汉语系,释谷暑,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇南昌村,,,,,114.899902,29.987991,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
西山寺,汉语系,释参谷,,湖北省,黄石市,大冶市,大冶市大箕铺镇刘逊村,,,,,115.021149,30.014881,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
观音堂,汉语系,释德前,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办华井村,,,,,114.941513,30.153212,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
观音阁,汉语系,释印顺,,湖北省,黄石市,大冶市,大冶市大箕铺镇邓垅村,,,,,115.008102,30.049141,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
角山寺,汉语系,释智莲,,湖北省,黄石市,大冶市,大冶市金湖街道办事处胡庚村,,,,,114.917961,30.009390,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
讲堂禅寺,汉语系,释谷慧,2013-12-23,湖北省,黄石市,大冶市,大冶市金湖街道办事处优先村,,,,,114.883163,30.055281,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
谈仙阁,汉语系,释常经,,湖北省,黄石市,大冶市,大冶市大箕铺镇顶坜垴村,,,,,115.022263,30.076502,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
财神庙,汉语系,释果雄,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇毛铺村,,,,,114.762611,29.918711,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
赤坡寺,汉语系,释常普,,湖北省,黄石市,大冶市,湖北省大冶市还地桥镇燎原村,,,,,114.798988,30.194460,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
赤山寺,汉语系,释应容,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇五庄村,,,,,114.923012,29.966032,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
走马寺,汉语系,释头英,,湖北省,黄石市,大冶市,大冶市陈贵镇堰畈桥村,,,,,114.816681,30.062250,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
赵公祠,汉语系,释演娥,,湖北省,黄石市,大冶市,大冶市陈贵镇天台山村,,,,,114.860329,30.026934,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
还地桥雨山寺,汉语系,释传空,,湖北省,黄石市,大冶市,大冶市还地桥镇土库村,,,,,114.759209,30.250803,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
邹伍庙,汉语系,释印高,,湖北省,黄石市,大冶市,大冶市大箕铺镇小箕铺村,,,,,115.036491,30.007923,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金山店关帝庙,汉语系,释智金,2013-05-19,湖北省,黄石市,大冶市,大冶市金山店镇长山村,,,,,114.805374,30.118212,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金山店镇三佛寺,汉语系,释印寿,2013-05-18,湖北省,黄石市,大冶市,大冶市金山店镇朝阳村,,,,,114.863640,30.101521,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金山店镇观音洞,汉语系,释汇诚,2013-05-18,湖北省,黄石市,大冶市,大冶市金山店镇永丰村,,,,,114.830711,30.156273,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金山庵,汉语系,释传清,,湖北省,黄石市,大冶市,大冶市还地桥镇大井村,,,,,114.806343,30.179581,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖东山寺,汉语系,释唯湛,,湖北省,黄石市,大冶市,大冶市金湖街道办事处门楼村,,,,,114.941612,29.986063,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖东岳庙,汉语系,释演凤,2013-12-23,湖北省,黄石市,大冶市,大冶市金湖街道办事处姜桥村,,,,,114.923622,30.025183,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖普照寺,汉语系,释慧敏,,湖北省,黄石市,大冶市,大冶市金湖街道办事处下四房村,,,,,114.965797,30.059351,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖街办观音庵,汉语系,释证良,2013-05-21,湖北省,黄石市,大冶市,大冶市金湖街道办事处马叫村,,,,,114.932564,30.066671,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖街道办事处龙王寺,汉语系,释隆定,1997-04-24,湖北省,黄石市,大冶市,大冶市金湖街道办事处株林村,,,,,114.920982,30.073099,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖青山寺,汉语系,释惟盛,1997-06-18,湖北省,黄石市,大冶市,大冶市金湖街道办事处铜山村,,,,,114.935928,30.078573,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金湖龙王庙,汉语系,释海慧,,湖北省,黄石市,大冶市,大冶市金湖街道办事处下四房村,,,,,114.965797,30.059351,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金牛张王庙,汉语系,释心乘,,湖北省,黄石市,大冶市,湖北省大冶市金牛镇虬川村,,,,,114.633972,30.018831,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金牛龙泉寺,汉语系,释妙香,2013-05-21,湖北省,黄石市,大冶市,湖北省大冶市金牛镇泉波村,,,,,114.577919,29.953783,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金盆寺,汉语系,释头清,,湖北省,黄石市,大冶市,湖北省大冶市金牛镇西畈村,,,,,114.576363,29.978943,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金竹寺,汉语系,释常智,,湖北省,黄石市,大冶市,大冶市金湖街道办事处上冯村,,,,,114.979614,30.036272,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
金龙寺,汉语系,释印转,,湖北省,黄石市,大冶市,大冶市金湖街道办事处柯庄村,,,,,114.894203,30.030611,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
长春禅寺,汉语系,释性度,,湖北省,黄石市,大冶市,大冶市金山店镇马垅村,,,,,114.827385,30.136162,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
阳虚殿,汉语系,释能莲,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇江畈村,,,,,114.926003,29.972771,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈三寺,汉语系,释透启,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办十里铺村,,,,,114.964714,30.130302,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵关圣寺,汉语系,释印和,,湖北省,黄石市,大冶市,大冶市陈贵镇铜山口村,,,,,114.832619,30.009432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵镇三佛寺,汉语系,释演洲,,湖北省,黄石市,大冶市,大冶市陈贵镇铜山口村,,,,,114.832619,30.009432,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵镇弥陀寺,汉语系,释悟通,2000-07-15,湖北省,黄石市,大冶市,湖北省大冶市陈贵镇华垅村,,,,,114.826118,30.041098,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵镇灵山寺,汉语系,释悟时,2013-05-26,湖北省,黄石市,大冶市,湖北省大冶市陈贵镇王祠村,,,,,114.805672,30.016403,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵镇观音堂,汉语系,释常林,,湖北省,黄石市,大冶市,大冶市陈贵镇雷山景区,,,,,114.799362,30.037390,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
陈贵镇雷音寺,汉语系,释晟观,1999-03-19,湖北省,黄石市,大冶市,大冶市陈贵镇雷山景区,,,,,114.799362,30.037390,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
隆济禅寺,汉语系,释圣良,,湖北省,黄石市,大冶市,湖北省大冶市殷祖镇七冲村,,,,,114.889389,29.913910,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
雨山寺,汉语系,释指连,,湖北省,黄石市,大冶市,大冶市金山店镇车桥村,,,,,114.850677,30.119553,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
雨霖寺,汉语系,释宽怀,,湖北省,黄石市,大冶市,湖北省大冶市金牛镇胡胜村,,,,,114.622078,29.983570,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
雷山禅寺,汉语系,释宽慧,2013-05-23,湖北省,黄石市,大冶市,大冶市陈贵镇雷山景区,,,,,114.799362,30.037390,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
雷音寺,汉语系,释指道,,湖北省,黄石市,大冶市,大冶市经济开发区罗家桥街办金桥村,,,,,114.952240,30.154831,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
青山宝灵寺,汉语系,释能诚,,湖北省,黄石市,大冶市,大冶市金湖街道办事处铜山村,,,,,114.935928,30.078573,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
青梅寺,汉语系,释莲香,,湖北省,黄石市,大冶市,湖北省大冶市保安镇株树村,,,,,114.765419,30.183022,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
韩婆寺,汉语系,释头莲,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇芭山村,,,,,114.733803,29.940401,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
驾鸿寺,汉语系,释智明,,湖北省,黄石市,大冶市,大冶市还地桥镇新畈村,,,,,114.821213,30.262711,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
高明寺,汉语系,释仁顺,,湖北省,黄石市,大冶市,大冶市还地桥镇高垴村,,,,,114.856804,30.275232,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
鲁侍殿,汉语系,释法智,,湖北省,黄石市,大冶市,大冶市大箕铺镇曹家堍村,,,,,115.019661,30.057892,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
鸿灵寺,汉语系,释常斌,,湖北省,黄石市,大冶市,大冶市还地桥镇下畈村,,,,,114.855728,30.247002,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
黄山寺,汉语系,释印明,,湖北省,黄石市,大冶市,大冶市大箕铺镇刘逊村,,,,,115.021149,30.014881,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
黄龙寺,汉语系,释大阗,,湖北省,黄石市,大冶市,大冶市保安镇粮管所旁,,,,,114.743881,30.171341,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
鼎新寺,汉语系,释能善,,湖北省,黄石市,大冶市,大冶市还地桥镇南石村,,,,,114.861618,30.154270,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
齐光寺,汉语系,释透柏,,湖北省,黄石市,大冶市,大冶市大箕铺镇八流村,,,,,115.021843,29.982801,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙华寺,汉语系,释正勤,,湖北省,黄石市,大冶市,湖北省大冶市茗山乡朱山村,,,,,114.750267,30.079321,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙安古刹,汉语系,释能持,,湖北省,黄石市,大冶市,湖北省大冶市保安镇茶山村,,,,,114.765472,30.146240,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙王寺,汉语系,释悟发,,湖北省,黄石市,大冶市,大冶市大箕铺镇叶花香村,,,,,115.031769,30.042042,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙王殿,汉语系,释果弘,,湖北省,黄石市,大冶市,大冶市大箕铺镇三角桥村,,,,,114.994530,30.053362,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙角古刹,汉语系,释证益,,湖北省,黄石市,大冶市,大冶市大箕铺镇石家堍村,,,,,115.016533,30.009640,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
龙鹿寺,汉语系,释心跃,,湖北省,黄石市,大冶市,大冶市金湖街道办事处龙角山村,,,,,114.932449,30.060213,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
弥陀寺,汉语系,释灵光,,湖北省,黄石市,大冶市,湖北省大冶市保安镇沼山村,,,,,114.726334,30.144529,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈度寺,汉语系,释演慧,,湖北省,黄石市,大冶市,大冶市东岳路街道办事处永胜村,,,,,114.986221,30.096300,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈灵寺,汉语系,释演春,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇岩峰村,,,,,114.778549,29.982351,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
慈王庙,汉语系,释能才,,湖北省,黄石市,大冶市,大冶市大箕铺镇三角桥村,,,,,114.994530,30.053362,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
文殊寺,汉语系,释法善,,湖北省,黄石市,大冶市,湖北省大冶市灵乡镇曹铺村,,,,,114.753113,29.943392,佛寺.csv,buddhist_temple,,,,,,,,,,,,,,,
,支派类别,,,所属省份,所属地级市,所属区县,,,,,,经度,纬度,道观数据.csv,daoist_temple,道观名称,,,,,,,,,,,,,,
,正一,,,安徽省,安庆市,怀宁县,,,,,,116.75428,30.546091,道观数据.csv,daoist_temple,灵源观,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.14019,30.306612,道观数据.csv,daoist_temple,云栖宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.159943,30.262791,道观数据.csv,daoist_temple,五灵观,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.115829,30.166361,道观数据.csv,daoist_temple,光香宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.130432,30.061182,道观数据.csv,daoist_temple,兴龙庵,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.121803,30.028231,道观数据.csv,daoist_temple,净贞宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,115.919479,30.30825,道观数据.csv,daoist_temple,圣心观,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.420029,29.903103,道观数据.csv,daoist_temple,大王庙,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.146278,30.16251,道观数据.csv,daoist_temple,天仙宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,115.919479,30.30825,道观数据.csv,daoist_temple,天台寺,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,115.930779,30.360981,道观数据.csv,daoist_temple,奉仙观,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.188385,30.326572,道观数据.csv,daoist_temple,愿平宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.197601,30.150311,道观数据.csv,daoist_temple,梁储宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.16864,30.316702,道观数据.csv,daoist_temple,武圣宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.120483,30.368282,道观数据.csv,daoist_temple,水月庵,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.102921,30.29631,道观数据.csv,daoist_temple,灵庵寺,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.026169,30.348711,道观数据.csv,daoist_temple,白云庵,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.227455,30.261753,道观数据.csv,daoist_temple,相公庙,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,116.178818,30.354221,道观数据.csv,daoist_temple,蔡王宫,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,115.910759,30.350412,道观数据.csv,daoist_temple,观音庵,,,,,,,,,,,,,,
,全真,,,安徽省,安庆市,宿松县,,,,,,115.91407,30.369432,道观数据.csv,daoist_temple,青龙庵,,,,,,,,,,,,,,
